min_hr,min_mkts,min_mos,direction,entry_lo,entry_hi,n_windows,avg_HR,std_HR,min_HR,avg_ROI,std_ROI,min_ROI,total_PnL,avg_PnL,total_signals,avg_signals,avg_sharpe,min_sharpe,worst_dd,avg_pf,min_pf,avg_pct_pos_wk,avg_pool,avg_hhi,avg_top3,pos_windows,win_rate_windows,stability_score
0.65,10,6,NO,0.0,1.0,5,0.69966,0.040466195768814266,0.6506,46.654,37.139646336495986,9.21,615190.0,123038.0,20219,4043.8,4.872,2.45,7634.3,149.95,13.35,0.7068,211.2,0.40522,0.6324,5,1.0,30.847176831752012
0.7,50,3,NO,0.0,0.7,5,0.53206,0.06120267967989639,0.4505,71.686,82.97225096380114,0.45,364497.0,72899.4,5859,1171.8,3.056,0.23,8106.4,35.064,1.1,0.5532,197.4,0.29874,0.5172,5,1.0,30.334874518099436
0.6,10,3,NO,0.0,0.5,5,0.31072,0.03097147074325014,0.2786,64.154,66.46275370461262,-2.99,1005685.0,201137.0,20530,4106.0,2.91,-1.33,39235.0,36.91199999999999,0.64,0.58,1711.6,0.18386,0.48260000000000003,4,0.8,30.025623147693686
0.65,30,3,ALL,0.0,0.5,5,0.30776,0.03177189009171472,0.2812,56.443999999999996,54.23877469117458,0.31,644529.0,128905.8,15463,3092.6,2.3939999999999997,0.09,25295.0,18.018,1.04,0.5756,586.0,0.20163999999999999,0.5046,5,1.0,29.417612654412707
0.7,30,3,NO,0.0,0.7,5,0.52794,0.056273244086332865,0.452,62.092,70.7138202192471,-0.5,367288.0,73457.6,6735,1347.0,2.906,-0.26,9095.6,65.45,0.9,0.5753999999999999,337.4,0.27183999999999997,0.4768,4,0.8,26.58508989037645
0.6,50,9,ALL,0.0,0.7,5,0.45912,0.009137669287077543,0.4457,84.01199999999999,113.46619240989801,-2.82,1093477.0,218695.4,16089,3217.8,2.918,-1.55,27245.5,59.814,0.56,0.5778000000000001,110.4,0.461,0.6372,4,0.8,26.43290379505098
0.6,30,9,ALL,0.0,0.7,5,0.45908,0.009138216456180051,0.4457,84.002,113.47461332826828,-2.82,1093277.0,218655.4,16091,3218.2,2.916,-1.55,27245.5,59.81,0.56,0.5778000000000001,110.6,0.46096000000000004,0.6372,4,0.8,26.418693335865857
0.6,10,9,ALL,0.0,0.7,5,0.45908,0.009138216456180051,0.4457,84.002,113.47461332826828,-2.82,1093277.0,218655.4,16091,3218.2,2.916,-1.55,27245.5,59.81,0.56,0.5778000000000001,110.6,0.46096000000000004,0.6372,4,0.8,26.418693335865857
0.7,50,6,NO,0.0,0.5,5,0.42074,0.11672653083168369,0.2249,157.70200000000003,268.0665942820925,9.11,258816.0,51763.2,1581,316.2,4.0120000000000005,1.81,9095.3,43.342,2.05,0.68,105.8,0.27922,0.5348,5,1.0,26.401702858953765
0.75,30,3,ALL,0.0,0.7,5,0.5101,0.05867955350886715,0.4236,66.388,83.91170460668762,6.08,358654.0,71730.8,6195,1239.0,3.3659999999999997,2.12,20096.3,455.082,2.24,0.64,182.0,0.26118,0.5054000000000001,5,1.0,26.256147696656193
0.55,30,9,NO,0.0,1.0,5,0.6237,0.027331758084689666,0.6049,46.604,43.720729408371035,3.79,728542.0,145708.4,24389,4877.8,4.220000000000001,1.99,9689.3,inf,3.41,0.749,146.0,0.42068000000000005,0.6098,5,1.0,25.880635295814482
0.55,10,9,NO,0.0,1.0,5,0.6237,0.027331758084689666,0.6049,46.604,43.720729408371035,3.79,728542.0,145708.4,24389,4877.8,4.220000000000001,1.99,9689.3,inf,3.41,0.749,146.0,0.42068000000000005,0.6098,5,1.0,25.880635295814482
0.55,50,9,NO,0.0,1.0,5,0.62368,0.027334630050542087,0.6049,46.604,43.720729408371035,3.79,728527.0,145705.4,24388,4877.6,4.220000000000001,1.99,9689.3,inf,3.41,0.749,145.8,0.42068000000000005,0.6098,5,1.0,25.880635295814482
0.6,50,6,NO,0.0,0.7,5,0.47291999999999995,0.013213894202694355,0.4539,71.214,93.09748535809118,3.31,948589.0,189717.8,19193,3838.6,4.0280000000000005,1.98,13870.8,61.44,2.31,0.6222000000000001,269.2,0.31808000000000003,0.6044,5,1.0,25.65825732095441
0.6,30,6,NO,0.0,0.7,5,0.47334,0.013155341120624726,0.4533,70.406,91.92802363806155,3.53,949440.0,189888.0,19434,3886.8,4.016,1.94,14474.0,53.146,2.39,0.6422,306.2,0.31457999999999997,0.6002,5,1.0,25.500988180969234
0.7,30,6,NO,0.0,0.5,5,0.42094000000000004,0.11154135107662987,0.2299,154.714,263.4702558734097,8.4,259856.0,51971.2,1631,326.2,3.88,2.03,8960.0,41.262,2.23,0.68,124.8,0.27136,0.5214000000000001,5,1.0,25.498872063295142
0.7,10,6,NO,0.0,0.5,5,0.42094000000000004,0.11154135107662987,0.2299,154.714,263.4702558734097,8.4,259856.0,51971.2,1631,326.2,3.88,2.03,8960.0,41.262,2.23,0.68,128.4,0.27136,0.5214000000000001,5,1.0,25.498872063295142
0.6,10,6,NO,0.0,0.7,5,0.47318,0.013457042765778804,0.4526,70.284,91.72647235122476,3.49,948808.0,189761.6,19444,3888.8,4.008,1.93,14474.0,51.446000000000005,2.38,0.6422,311.4,0.31428,0.5998,5,1.0,25.467763824387628
0.55,50,3,NO,0.0,0.5,5,0.32178,0.019900929626527487,0.2973,50.164,48.22328721686235,-2.94,1110723.0,222144.6,33482,6696.4,3.232,-1.66,83066.3,16.578,0.57,0.6599999999999999,869.4,0.13865999999999998,0.44560000000000005,4,0.8,25.170356391568824
0.75,50,3,ALL,0.0,0.7,5,0.50774,0.06789980117791214,0.4123,77.084,104.64410628410947,1.33,349217.0,69843.4,5204,1040.8,2.848,0.43,19987.2,89.074,1.16,0.5978,108.4,0.2894,0.529,5,1.0,25.16094685794527
0.85,30,9,NO,0.0,1.0,3,0.9166333333333334,0.029680015723266225,0.8846,39.879999999999995,38.69962790518792,14.92,9381.0,3127.0,191,63.666666666666664,6.283333333333334,2.76,198.6,inf,5.36,0.8213333333333334,8.0,0.3836,0.8776666666666667,3,1.0,25.006186047406036
0.85,10,9,NO,0.0,1.0,3,0.9166333333333334,0.029680015723266225,0.8846,39.879999999999995,38.69962790518792,14.92,9381.0,3127.0,191,63.666666666666664,6.283333333333334,2.76,198.6,inf,5.36,0.8213333333333334,8.0,0.3836,0.8776666666666667,3,1.0,25.006186047406036
0.85,50,9,NO,0.0,1.0,3,0.9166333333333334,0.029680015723266225,0.8846,39.879999999999995,38.69962790518792,14.92,9381.0,3127.0,191,63.666666666666664,6.283333333333334,2.76,198.6,inf,5.36,0.8213333333333334,8.0,0.3836,0.8776666666666667,3,1.0,25.006186047406036
0.85,10,6,NO,0.0,0.7,4,0.710475,0.04777972896532591,0.65,40.92,38.41391154256488,9.39,11247.0,2811.75,167,41.75,2.9625,0.81,500.0,inf,1.31,0.749,20.0,0.23452499999999998,0.6427499999999999,4,1.0,24.53004422871756
0.85,30,6,NO,0.0,0.7,4,0.710475,0.04777972896532591,0.65,40.92,38.41391154256488,9.39,11247.0,2811.75,167,41.75,2.9625,0.81,500.0,inf,1.31,0.749,19.0,0.23452499999999998,0.6427499999999999,4,1.0,24.53004422871756
0.65,50,3,NO,0.0,1.0,5,0.6962200000000001,0.03149177670440329,0.6589,31.624000000000002,20.579411556213167,9.19,856858.0,171371.6,35090,7018.0,5.308,2.44,5457.0,inf,16.66,0.7934,352.6,0.26878,0.5662,5,1.0,24.09129422189342
0.75,10,3,ALL,0.0,0.5,5,0.29900000000000004,0.05867294947418273,0.2026,96.3,140.3983340357,-6.75,297798.0,59559.6,3967,793.4,1.312,-1.77,23328.3,5.272,0.42,0.5044000000000001,435.8,0.23972000000000002,0.4588,4,0.8,24.075832982149997
0.85,50,6,NO,0.0,0.7,4,0.71205,0.02729328366710997,0.6842,39.5375,38.891420112067564,13.18,10976.0,2744.0,163,40.75,2.92,1.37,400.0,inf,1.58,0.749,14.5,0.25915,0.6675,4,1.0,24.04578994396622
0.6,50,9,ALL,0.0,1.0,5,0.61734,0.03408985186239451,0.5846,57.59400000000001,70.02733844720932,2.25,1176610.0,235322.0,27159,5431.8,4.1,1.82,11419.0,inf,2.29,0.7066,110.4,0.44534,0.6346,5,1.0,23.25533077639535
0.6,30,9,ALL,0.0,1.0,5,0.61732,0.03408485000700463,0.5846,57.58800000000001,70.03274427009127,2.25,1176472.0,235294.4,27164,5432.8,4.098,1.82,11419.0,inf,2.29,0.7066,110.6,0.44532,0.6346,5,1.0,23.246627864954373
0.6,10,9,ALL,0.0,1.0,5,0.61732,0.03408485000700463,0.5846,57.58800000000001,70.03274427009127,2.25,1176472.0,235294.4,27164,5432.8,4.098,1.82,11419.0,inf,2.29,0.7066,110.6,0.44532,0.6346,5,1.0,23.246627864954373
0.7,10,3,NO,0.0,0.7,5,0.52504,0.05728911764026394,0.4505,54.648,62.63852305091493,-0.73,372428.0,74485.6,7975,1595.0,2.7199999999999998,-0.4,10128.1,69.30199999999999,0.87,0.5556,721.8,0.2283,0.42639999999999995,4,0.8,23.10973847454254
0.65,50,9,ALL,0.0,1.0,5,0.67678,0.056965928413394644,0.5803,43.372,44.80157776239583,7.02,384313.0,76862.6,13530,2706.0,5.32,2.74,1417.0,inf,40.25,0.8756,72.4,0.35506,0.589,5,1.0,23.077211118802083
0.65,30,9,ALL,0.0,1.0,5,0.67674,0.05693033462048154,0.5803,43.356,44.81326957498192,7.02,384175.0,76835.0,13535,2707.0,5.318,2.74,1417.0,inf,40.25,0.8756,72.6,0.35497999999999996,0.5888,5,1.0,23.055365212509038
0.65,10,9,ALL,0.0,1.0,5,0.67674,0.05693033462048154,0.5803,43.356,44.81326957498192,7.02,384175.0,76835.0,13535,2707.0,5.318,2.74,1417.0,inf,40.25,0.8756,72.6,0.35497999999999996,0.5888,5,1.0,23.055365212509038
0.65,10,3,ALL,0.0,0.5,5,0.30491999999999997,0.024107716606928987,0.2791,46.29,45.85946140111111,-1.1,614799.0,122959.8,17883,3576.6,2.082,-0.36,28788.7,11.126,0.87,0.5556,1155.6,0.1651,0.4556,4,0.8,23.030269299444445
0.55,30,3,NO,0.0,0.5,5,0.3202,0.019133478512805776,0.2951,46.568,45.70585597054277,-2.82,1090451.0,218090.2,35049,7009.8,3.1599999999999997,-1.6,84951.2,13.894,0.58,0.6599999999999999,1351.4,0.12754000000000001,0.42800000000000005,4,0.8,22.869072014728612
0.55,50,9,ALL,0.0,0.5,5,0.34412000000000004,0.03534617376746738,0.2957,84.768,117.72193793002221,-10.94,1011599.0,202319.8,15554,3110.8,1.4460000000000002,-7.17,50300.2,45.571999999999996,0.04,0.5556,145.8,0.42912,0.6032,4,0.8,22.625031034988897
0.55,10,9,ALL,0.0,0.5,5,0.34409999999999996,0.035357318902880595,0.2957,84.764,117.72536782698961,-10.94,1011499.0,202299.8,15555,3111.0,1.4460000000000002,-7.17,50300.2,45.571999999999996,0.04,0.5556,146.0,0.42912,0.6032,4,0.8,22.61931608650519
0.55,30,9,ALL,0.0,0.5,5,0.34409999999999996,0.035357318902880595,0.2957,84.764,117.72536782698961,-10.94,1011499.0,202299.8,15555,3111.0,1.4460000000000002,-7.17,50300.2,45.571999999999996,0.04,0.5556,146.0,0.42912,0.6032,4,0.8,22.61931608650519
0.65,30,3,NO,0.0,1.0,5,0.6981200000000001,0.03461989312519611,0.6562,28.774,18.207699744888153,9.02,869912.0,173982.4,38591,7718.2,5.122,2.35,7392.6,inf,11.5,0.7934,586.0,0.24250000000000002,0.5344,5,1.0,22.376150127555924
0.55,50,6,NO,0.0,0.7,5,0.46606,0.014993932106022075,0.4459,43.116,42.68021415129029,1.87,1078585.0,215717.0,33144,6628.8,4.061999999999999,1.51,23532.3,18.174,1.9,0.64,394.2,0.20732,0.5448000000000001,5,1.0,22.336892924354853
0.85,10,9,YES,0.0,1.0,3,0.8811666666666667,0.08385352308241638,0.7857,42.203333333333326,44.169116284269634,7.17,5014.0,1671.3333333333333,152,50.666666666666664,4.8133333333333335,2.05,185.9,inf,2.14,0.75,8.0,0.3593,0.7333333333333334,3,1.0,22.26977519119851
0.85,50,9,YES,0.0,1.0,3,0.8811666666666667,0.08385352308241638,0.7857,42.203333333333326,44.169116284269634,7.17,5014.0,1671.3333333333333,152,50.666666666666664,4.8133333333333335,2.05,185.9,inf,2.14,0.75,8.0,0.3593,0.7333333333333334,3,1.0,22.26977519119851
0.85,30,9,YES,0.0,1.0,3,0.8811666666666667,0.08385352308241638,0.7857,42.203333333333326,44.169116284269634,7.17,5014.0,1671.3333333333333,152,50.666666666666664,4.8133333333333335,2.05,185.9,inf,2.14,0.75,8.0,0.3593,0.7333333333333334,3,1.0,22.26977519119851
0.55,30,6,NO,0.0,0.7,5,0.46630000000000005,0.015401947928752397,0.4458,42.756,42.32886402917045,2.02,1078538.0,215707.6,33414,6682.8,4.054,1.51,24597.0,17.759999999999998,1.92,0.64,435.4,0.20548000000000002,0.5416000000000001,5,1.0,22.19756798541478
0.55,10,6,NO,0.0,0.7,5,0.46630000000000005,0.01558733460216979,0.4455,42.72,42.278672519368435,2.02,1078188.0,215637.6,33428,6685.6,4.05,1.51,24524.6,17.726,1.92,0.64,441.0,0.20528,0.5414,5,1.0,22.186663740315783
0.55,10,3,NO,0.0,0.5,5,0.32164000000000004,0.020984589583787416,0.2936,44.836,44.03047217552862,-2.45,1090379.0,218075.8,36384,7276.8,3.2060000000000004,-1.43,84598.3,15.466,0.62,0.62,2338.8,0.11701999999999999,0.41,4,0.8,22.085763912235688
0.65,50,6,ALL,0.0,1.0,5,0.67296,0.03628957150477253,0.6249,30.248,21.151995650529052,7.06,712774.0,142554.8,32176,6435.2,5.676,2.73,8874.5,inf,14.67,0.8112,177.4,0.33921999999999997,0.592,5,1.0,21.790002174735474
0.65,50,3,ALL,0.0,0.7,5,0.48334,0.010262455846433625,0.4711,34.426,27.926970476584103,4.27,762610.0,152522.0,28543,5708.6,3.8899999999999997,2.46,11777.7,inf,2.48,0.7068000000000001,352.6,0.21308000000000002,0.5204,5,1.0,21.74351476170795
0.65,30,6,ALL,0.0,1.0,5,0.67188,0.036493245950449504,0.6241,29.174,20.324087433387998,6.82,708948.0,141789.6,33204,6640.8,5.57,2.7,10425.9,inf,14.08,0.789,206.2,0.32852,0.5796,5,1.0,21.057956283305998
0.65,10,6,ALL,0.0,1.0,5,0.67194,0.036325514449213246,0.6243,29.106,20.257643742548144,6.83,708831.0,141766.2,33250,6650.0,5.562,2.7,10484.5,inf,13.66,0.789,211.2,0.32784,0.5788,5,1.0,21.02617812872593
0.55,50,6,ALL,0.0,0.5,5,0.31677999999999995,0.027507944307054274,0.2833,51.14999999999999,62.24078727008519,2.33,1411085.0,282217.0,32737,6547.4,3.71,0.61,45199.1,14.309999999999999,1.32,0.5778000000000001,394.2,0.20178,0.541,5,1.0,20.728606364957397
0.65,10,3,NO,0.0,1.0,5,0.6991400000000001,0.0352525601907152,0.6578,25.808,16.1437703155118,8.42,886162.0,177232.4,43028,8605.6,4.9879999999999995,2.28,9203.3,inf,8.68,0.7534,1155.6,0.20371999999999998,0.48740000000000006,5,1.0,20.2621148422441
0.55,30,6,ALL,0.0,0.5,5,0.31608,0.027878432524085704,0.2821,50.262,61.352412096021126,2.13,1399421.0,279884.2,33107,6621.4,3.678,0.57,47217.4,14.425999999999998,1.29,0.5778000000000001,435.4,0.19888,0.5362,5,1.0,20.224793951989437
0.55,10,6,ALL,0.0,0.5,5,0.31608,0.02795061716671029,0.2819,50.23800000000001,61.29992145182569,2.12,1399329.0,279865.8,33120,6624.0,3.6759999999999997,0.56,46960.3,14.414000000000001,1.29,0.5778000000000001,441.0,0.19885999999999998,0.5359999999999999,5,1.0,20.22403927408716
0.6,50,3,NO,0.0,0.7,5,0.46536,0.018438627931600567,0.4344,39.302,39.036167460446215,1.31,1095027.0,219005.4,36106,7221.2,3.6519999999999997,1.13,32992.9,602.222,1.53,0.6222000000000001,561.2,0.1994,0.502,5,1.0,20.176916269776893
0.6,50,6,ALL,0.0,0.5,5,0.3254,0.032170405654887206,0.2854,94.172,147.22993027913856,-1.75,1328225.0,265645.0,18243,3648.6,2.9899999999999998,-0.83,34000.0,29.403999999999996,0.75,0.5356,269.2,0.28834,0.5751999999999999,4,0.8,20.03203486043072
0.75,50,3,NO,0.0,1.0,5,0.78164,0.05897065371860821,0.7059,48.67,57.06738998762779,-1.27,390553.0,78110.6,8293,1658.6,4.132,-0.59,10110.6,383.572,0.8,0.7268000000000001,108.4,0.32373999999999997,0.524,4,0.8,19.755305006186106
0.6,30,6,ALL,0.0,0.5,5,0.3241,0.032328083766285924,0.285,91.756,143.51411021220179,-2.13,1318534.0,263706.8,18570,3714.0,2.928,-1.03,35420.7,27.241999999999997,0.7,0.5156000000000001,306.2,0.28344,0.5694,4,0.8,19.359944893899108
0.6,10,6,ALL,0.0,0.5,5,0.32405999999999996,0.03241516620349184,0.2849,91.662,143.3137262093202,-2.16,1318304.0,263660.8,18580,3716.0,2.9240000000000004,-1.05,35163.5,27.238,0.7,0.5156000000000001,311.4,0.28338,0.5692,4,0.8,19.357136895339902
0.6,50,6,NO,0.0,1.0,5,0.65422,0.0262146333180535,0.6237,44.315999999999995,54.40273274386131,6.67,1077703.0,215540.6,36286,7257.2,5.29,2.56,4055.0,135.33,18.76,0.7512000000000001,269.2,0.29057999999999995,0.5862,5,1.0,19.115633628069343
0.6,30,6,NO,0.0,1.0,5,0.65564,0.027266151176871294,0.625,43.582,53.19177492808451,6.85,1082521.0,216504.2,36988,7397.6,5.194,2.55,5179.1,141.362,17.38,0.7512000000000001,306.2,0.28636,0.5804,5,1.0,19.041112535957744
0.6,10,6,NO,0.0,1.0,5,0.65556,0.027365909449532252,0.6246,43.496,53.037227303093445,6.84,1081866.0,216373.2,37014,7402.8,5.182,2.55,5151.8,140.06599999999997,17.0,0.7512000000000001,311.4,0.28606,0.58,5,1.0,19.02938634845328
0.85,50,6,NO,0.3,0.8,4,0.82165,0.07524415813425867,0.7143,23.835,14.64282873400264,7.27,8071.0,2017.75,342,85.5,6.355,1.24,343.8,108.215,1.63,0.7875,14.5,0.22062500000000002,0.6345000000000001,4,1.0,18.69458563299868
0.6,30,3,NO,0.0,0.7,5,0.46506,0.017575352059062712,0.434,36.146,36.02251351585561,1.77,1084887.0,216977.4,38499,7699.8,3.646,1.37,34043.5,34.244,1.74,0.6222000000000001,917.4,0.18082,0.47940000000000005,5,1.0,18.665743242072196
0.75,30,3,NO,0.0,1.0,5,0.78342,0.05805301025786687,0.7113,43.748000000000005,49.94805771999548,-0.47,406762.0,81352.4,9736,1947.2,4.106,-0.23,9785.7,3369.756,0.92,0.7668,182.0,0.2975,0.4854,4,0.8,18.632971140002265
0.6,50,3,ALL,0.0,0.5,5,0.29666000000000003,0.03200012499975587,0.2686,56.736000000000004,75.23340567859466,-1.76,1439612.0,287922.4,33776,6755.2,2.8280000000000003,-0.36,107845.2,19.438,0.86,0.5556,561.2,0.17768,0.5126000000000001,4,0.8,18.591297160702673
0.75,10,3,ALL,0.0,0.7,5,0.49172000000000005,0.04768335139228368,0.4261,53.798,73.17833641180974,4.03,348492.0,69698.4,7955,1591.0,2.846,1.6,21554.0,12.928,1.79,0.6355999999999999,435.8,0.21128,0.43,5,1.0,18.417831794095132
0.65,30,3,ALL,0.0,0.7,5,0.47859999999999997,0.012020191346230733,0.4647,29.875999999999998,25.072930223649568,3.55,733556.0,146711.2,31879,6375.8,3.614,2.35,11167.1,inf,2.33,0.7268000000000001,586.0,0.17992,0.4782,5,1.0,18.404534888175217
0.85,30,3,NO,0.3,0.8,5,0.7900400000000001,0.031703674865857435,0.7379,17.874000000000002,5.816350230170119,10.48,20729.0,4145.8,1018,203.6,6.974000000000001,1.81,462.0,inf,2.24,0.8462,42.6,0.09916,0.4446,5,1.0,18.109824884914943
0.75,50,6,ALL,0.0,0.5,5,0.3557,0.13165202239236587,0.13,123.0,209.64713079362662,-0.74,241812.0,48362.4,1605,321.0,2.5460000000000003,-0.38,20842.2,94.00399999999999,0.88,0.6578,61.8,0.26664,0.518,4,0.8,17.95443460318669
0.6,10,3,NO,0.0,0.7,5,0.4665,0.019127075050827825,0.4331,34.044,33.69563740308232,2.34,1087796.0,217559.2,40766,8153.2,3.728,1.69,36739.5,29.410000000000004,2.16,0.6222000000000001,1711.6,0.15882000000000002,0.44959999999999994,5,1.0,17.898181298458837
0.55,50,9,ALL,0.0,0.7,5,0.45291999999999993,0.007108586357356875,0.4443,52.784000000000006,67.39098218604623,-4.15,1042102.0,208420.4,26531,5306.2,1.9580000000000002,-5.37,39308.7,72.97999999999999,0.14,0.5978,145.8,0.41572,0.5888,4,0.8,17.84350890697689
0.55,30,9,ALL,0.0,0.7,5,0.45289999999999997,0.007121797525905967,0.4443,52.778,67.3966417560994,-4.15,1041902.0,208380.4,26533,5306.6,1.9560000000000002,-5.37,39308.7,72.978,0.14,0.5978,146.0,0.4157,0.5886,4,0.8,17.8346791219503
0.55,10,9,ALL,0.0,0.7,5,0.45289999999999997,0.007121797525905967,0.4443,52.778,67.3966417560994,-4.15,1041902.0,208380.4,26533,5306.6,1.9560000000000002,-5.37,39308.7,72.978,0.14,0.5978,146.0,0.4157,0.5886,4,0.8,17.8346791219503
0.55,50,6,NO,0.0,1.0,5,0.63076,0.027631829472548542,0.5959,28.865999999999996,26.296327310101688,5.29,1246454.0,249290.8,57367,11473.4,4.946,2.92,17433.7,31.198,10.88,0.7689999999999999,394.2,0.19318,0.5317999999999999,5,1.0,17.304836344949152
0.55,30,6,NO,0.0,1.0,5,0.63186,0.028273715709117492,0.5969,28.556,25.910457927254008,5.44,1250278.0,250055.6,58122,11624.4,4.87,2.92,18065.2,28.99,9.92,0.7912,435.4,0.19097999999999998,0.528,5,1.0,17.232771036373
0.55,10,6,NO,0.0,1.0,5,0.6318400000000001,0.0283291016447751,0.5967,28.532,25.872393975046066,5.44,1249804.0,249960.8,58153,11630.6,4.866,2.92,18165.2,28.944,9.91,0.7912,441.0,0.19082,0.5276,5,1.0,17.22780301247697
0.75,30,6,ALL,0.0,0.5,5,0.357,0.1301183884007176,0.1345,119.976,205.00304809929048,-1.06,241680.0,48336.0,1641,328.2,2.532,-0.51,21034.3,91.758,0.84,0.6132,72.2,0.26142,0.5094000000000001,4,0.8,17.156475950354757
0.75,10,6,ALL,0.0,0.5,5,0.357,0.1301183884007176,0.1345,119.976,205.00304809929048,-1.06,241680.0,48336.0,1641,328.2,2.532,-0.51,21034.3,91.758,0.84,0.6132,74.2,0.26142,0.5094000000000001,4,0.8,17.156475950354757
0.75,10,3,NO,0.0,1.0,5,0.7759400000000001,0.05746201353938095,0.7025,38.519999999999996,43.72749649819893,0.04,417938.0,83587.6,11966,2393.2,3.8659999999999997,0.02,11294.8,inf,1.01,0.769,435.8,0.25568,0.44299999999999995,5,1.0,16.66825175090053
0.55,50,9,ALL,0.0,1.0,5,0.59014,0.022223141092113895,0.5657,38.688,44.64452844414419,0.58,1138823.0,227764.6,41264,8252.8,3.7340000000000004,0.85,17045.8,inf,1.47,0.709,145.8,0.40306,0.5860000000000001,5,1.0,16.539735777927906
0.55,10,9,ALL,0.0,1.0,5,0.59014,0.022223141092113895,0.5657,38.686,44.64652595667439,0.58,1138684.0,227736.8,41269,8253.8,3.732,0.85,17099.5,inf,1.47,0.709,146.0,0.40304,0.5860000000000001,5,1.0,16.536737021662805
0.55,30,9,ALL,0.0,1.0,5,0.59014,0.022223141092113895,0.5657,38.686,44.64652595667439,0.58,1138684.0,227736.8,41269,8253.8,3.732,0.85,17099.5,inf,1.47,0.709,146.0,0.40304,0.5860000000000001,5,1.0,16.536737021662805
0.85,50,3,NO,0.3,0.8,5,0.8035,0.039903132709099405,0.7732,17.363999999999997,6.744740914223467,6.43,17303.0,3460.6,842,168.4,6.7379999999999995,1.08,322.9,inf,1.45,0.8417999999999999,25.8,0.16284,0.5572,5,1.0,15.920629542888264
0.65,50,3,ALL,0.0,1.0,5,0.67382,0.02917605182337043,0.6299,21.464,14.56092133074003,5.51,965892.0,193178.4,57844,11568.8,5.756,2.96,9447.5,inf,7.82,0.8756,352.6,0.19705999999999999,0.5014000000000001,5,1.0,15.836539334629984
0.85,10,6,NO,0.3,0.8,4,0.817475,0.0974341615314328,0.6757,24.005000000000003,17.23345293317622,1.47,8616.0,2154.0,358,89.5,6.0,0.22,543.8,inf,1.09,0.81875,20.0,0.18837500000000001,0.59175,4,1.0,15.829273533411893
0.85,30,6,NO,0.3,0.8,4,0.8173,0.09739856261773068,0.6757,23.990000000000002,17.235016681163962,1.47,8579.0,2144.75,357,89.25,6.0225,0.22,543.8,inf,1.09,0.81875,19.0,0.18875,0.5925,4,1.0,15.813491659418021
0.6,50,3,NO,0.0,1.0,5,0.65142,0.025372268325871073,0.6278,25.112000000000002,21.62870245761405,4.85,1329489.0,265897.8,68239,13647.8,5.078,2.39,19774.2,inf,10.85,0.7934,561.2,0.18416,0.4894,5,1.0,15.752648771192977
0.85,30,3,ALL,0.3,0.8,5,0.77208,0.03160327514673124,0.7273,16.101999999999997,5.306276472254344,7.37,34484.0,6896.8,1957,391.4,7.303999999999999,2.67,377.3,inf,4.01,0.8512000000000001,42.6,0.0864,0.4098,5,1.0,15.659861763872826
0.6,30,3,ALL,0.0,0.5,5,0.29325999999999997,0.02940804311748743,0.2705,49.922,67.23156453630989,-2.55,1382857.0,276571.4,37012,7402.4,2.616,-0.58,108852.6,13.936000000000002,0.78,0.5334000000000001,917.4,0.1563,0.4768,4,0.8,15.541217731845052
0.75,30,3,ALL,0.0,1.0,5,0.75556,0.04483707171526706,0.6998,26.227999999999998,26.484388231560114,7.65,458741.0,91748.2,18715,3743.0,4.864,2.43,16156.0,inf,4.66,0.8333999999999999,182.0,0.22435999999999998,0.4628,5,1.0,15.28080588421994
0.65,10,3,ALL,0.0,0.7,5,0.47282,0.011468958104378965,0.4612,25.198,21.74054898110901,2.7,707417.0,141483.4,36156,7231.2,3.2359999999999998,1.86,13680.8,28.946000000000005,1.93,0.6202,1155.6,0.14418,0.4266,5,1.0,15.137725509445495
0.7,50,6,NO,0.0,0.7,5,0.53964,0.07432202230833064,0.4268,82.15599999999999,136.49752279803468,3.99,273374.0,54674.8,3222,644.4,3.95,0.94,9790.6,923.1700000000001,1.47,0.6532,105.8,0.24876,0.47759999999999997,5,1.0,15.10423860098265
0.7,50,3,NO,0.0,1.0,5,0.73722,0.062040003223726575,0.661,31.040000000000003,32.9999659090733,1.59,431623.0,86324.6,15115,3023.0,3.5420000000000003,0.99,6490.6,118.19800000000001,1.45,0.7046,197.4,0.2618,0.47919999999999996,5,1.0,15.017017045463351
0.75,50,6,NO,0.0,0.7,5,0.54252,0.13077238622889775,0.3531,174.706,315.9535220249966,-5.86,258622.0,51724.4,1397,279.4,3.1100000000000003,-1.68,10343.5,inf,0.54,0.6354,61.8,0.29268,0.5115999999999999,4,0.8,14.971238987501703
0.7,50,3,ALL,0.0,0.5,5,0.31708,0.04021053344585222,0.2793,67.52000000000001,98.23099739898807,-11.55,313527.0,62705.4,6177,1235.4,1.3080000000000003,-2.06,23500.0,6.481999999999999,0.45,0.42680000000000007,197.4,0.22972,0.44960000000000006,4,0.8,14.939501300505977
0.75,10,6,NO,0.0,0.7,5,0.54624,0.12887789957940812,0.3618,170.904,308.4753159168493,-5.86,259637.0,51927.4,1432,286.4,3.1420000000000003,-1.68,10194.4,inf,0.54,0.6578,74.2,0.28942,0.5052,4,0.8,14.908342041575349
0.75,30,6,NO,0.0,0.7,5,0.54624,0.12887789957940812,0.3618,170.904,308.4753159168493,-5.86,259637.0,51927.4,1432,286.4,3.1420000000000003,-1.68,10194.4,inf,0.54,0.6578,72.2,0.28942,0.5052,4,0.8,14.908342041575349
