min_hr,min_mkts,min_mos,direction,entry_lo,entry_hi,n_windows,avg_HR,std_HR,min_HR,avg_ROI,std_ROI,min_ROI,total_PnL,avg_PnL,total_signals,avg_signals,avg_sharpe,min_sharpe,worst_dd,avg_pf,min_pf,avg_pct_pos_wk,avg_pool,avg_hhi,avg_top3,pos_windows,win_rate_windows,stability_score
0.6,30,3,NO,0.0,1.0,5,0.6537599999999999,0.028092223123135,0.6303,23.148000000000003,19.72776393816593,5.26,1341699.0,268339.8,73558,14711.6,4.928,2.26,23231.9,62.564,8.3,0.7512000000000001,917.4,0.16487999999999997,0.4636,5,1.0,14.862118030917038
0.7,10,6,NO,0.0,0.7,5,0.54064,0.07324788734154726,0.4307,80.22999999999999,133.55372795246114,4.23,275354.0,55070.8,3350,670.0,3.8200000000000003,1.1,9830.7,71.1,1.53,0.6754,128.4,0.24211999999999997,0.46559999999999996,5,1.0,14.722136023769417
0.55,50,3,NO,0.0,0.7,5,0.46373999999999993,0.014541423589181354,0.4411,27.395999999999997,25.623054657866223,0.45,1207017.0,241403.4,63884,12776.8,3.804,0.45,54648.3,16.526,1.19,0.6822,869.4,0.12410000000000002,0.422,5,1.0,14.719472671066885
0.6,50,6,ALL,0.0,0.7,5,0.45771999999999996,0.009980581145404302,0.4429,55.124,82.32587825222394,2.22,1383693.0,276738.6,33503,6700.6,3.838,2.22,27804.5,31.936,2.78,0.5778000000000001,269.2,0.27156,0.5544,5,1.0,14.62706087388803
0.7,30,6,NO,0.0,0.7,5,0.54054,0.07293468310755866,0.4314,80.326,133.85466663512335,4.08,275390.0,55078.0,3348,669.6,3.8120000000000003,1.06,9730.7,71.14000000000001,1.51,0.6754,124.8,0.24234,0.46580000000000005,5,1.0,14.622666682438318
0.75,50,3,ALL,0.0,1.0,5,0.75512,0.04745252364205722,0.6927,28.55,31.22902416022633,4.21,435768.0,87153.6,15982,3196.4,4.470000000000001,2.43,16519.7,inf,2.4,0.8134,108.4,0.25295999999999996,0.5004000000000001,5,1.0,14.198487919886835
0.6,10,3,NO,0.0,1.0,5,0.65638,0.029547114918380774,0.6298,21.64,18.227835856184356,5.54,1357731.0,271546.2,78957,15791.4,4.8759999999999994,2.19,22408.5,61.403999999999996,7.43,0.7712,1711.6,0.14184,0.43100000000000005,5,1.0,14.188082071907822
0.6,30,6,ALL,0.0,0.7,5,0.4568,0.010449880382090512,0.4407,53.92999999999999,80.74617421277618,1.92,1373567.0,274713.4,34112,6822.4,3.7700000000000005,2.01,29317.5,28.810000000000002,2.44,0.6,306.2,0.26661999999999997,0.5479999999999999,5,1.0,14.132912893611902
0.6,10,6,ALL,0.0,0.7,5,0.45671999999999996,0.010594904435623742,0.4404,53.854,80.61709142607417,1.9,1373020.0,274604.0,34132,6826.4,3.7600000000000002,1.99,28908.6,28.498,2.42,0.6,311.4,0.26626,0.5478,5,1.0,14.115454286962915
0.65,30,3,ALL,0.0,1.0,5,0.6724600000000001,0.030209981794102392,0.6269,18.964,12.875006019416068,5.06,960647.0,192129.4,64878,12975.6,5.686,2.9,8959.4,inf,6.94,0.8778,586.0,0.16394,0.45780000000000004,5,1.0,14.044496990291965
0.55,50,6,ALL,0.0,0.7,5,0.4445,0.0132444327926869,0.4244,31.284000000000002,36.49649681818791,3.31,1478332.0,295666.4,57783,11556.6,3.9560000000000004,1.51,36855.7,14.276000000000002,2.2,0.6422,394.2,0.191,0.5204,5,1.0,14.02875159090605
0.7,30,3,NO,0.0,1.0,5,0.7390000000000001,0.059133873541313046,0.6663,27.504,28.231954059186197,1.36,449045.0,89809.0,17655,3531.0,3.47,0.85,8319.3,inf,1.37,0.7046,337.4,0.23544,0.4386,5,1.0,13.796022970406902
0.55,30,6,ALL,0.0,0.7,5,0.44401999999999997,0.01366462586388664,0.4233,30.758,36.07196931136419,3.14,1465506.0,293101.2,58464,11692.8,3.9200000000000004,1.47,38589.3,14.126,2.15,0.6022000000000001,435.4,0.18802000000000002,0.5154,5,1.0,13.664015344317903
0.55,10,6,ALL,0.0,0.7,5,0.44404000000000005,0.013747108786941327,0.4232,30.734,36.03907226885842,3.13,1465179.0,293035.8,58491,11698.2,3.918,1.47,38180.4,14.106,2.15,0.6022000000000001,441.0,0.18782000000000001,0.5147999999999999,5,1.0,13.653463865570792
0.55,30,3,NO,0.0,0.7,5,0.46352000000000004,0.015826149247369043,0.4409,25.46,24.349081091490905,0.67,1191676.0,238335.2,67250,13450.0,3.746,0.63,56212.6,13.632,1.29,0.6622,1351.4,0.11257999999999999,0.40279999999999994,5,1.0,13.486459454254549
0.6,50,6,ALL,0.0,1.0,5,0.6270800000000001,0.02754000726216319,0.603,37.006,50.82421991531203,5.41,1566437.0,313287.4,58524,11704.8,6.106,3.1,9534.6,inf,8.9,0.8155999999999999,269.2,0.25682,0.5432,5,1.0,13.216890042343985
0.8,30,3,YES,0.3,0.8,5,0.74298,0.029075367581511313,0.6985,13.815999999999999,6.139253211914295,8.22,36154.0,7230.8,2440,488.0,7.7219999999999995,2.4,569.1,inf,2.67,0.8356,94.8,0.07518,0.3312,5,1.0,13.212373394042853
0.55,10,3,NO,0.0,0.7,5,0.46475999999999995,0.017826188599922306,0.4394,24.279999999999998,23.205598462440047,1.0,1193206.0,238641.2,70138,14027.6,3.782,0.9,54172.8,14.266,1.47,0.6422,2338.8,0.1008,0.3806,5,1.0,12.977200768779975
0.6,30,6,ALL,0.0,1.0,5,0.6272800000000001,0.027887936460053848,0.6028,36.152,49.57178199338813,5.26,1561260.0,312252.0,59805,11961.0,5.912,3.1,11027.4,inf,7.89,0.8155999999999999,306.2,0.25179999999999997,0.5362,5,1.0,12.944109003305936
0.6,10,6,ALL,0.0,1.0,5,0.62736,0.027846777192343075,0.603,36.084,49.4439792087975,5.25,1560982.0,312196.4,59854,11970.8,5.901999999999999,3.1,10591.2,inf,7.84,0.7934,311.4,0.25148,0.5358,5,1.0,12.937010395601252
0.85,30,3,YES,0.3,0.8,5,0.75568,0.03305596769117489,0.7188,14.190000000000001,5.475340172080635,4.86,13755.0,2751.0,939,187.8,5.074,3.14,391.8,9.290000000000001,2.87,0.744,42.6,0.09284,0.383,5,1.0,12.910329913959684
0.75,50,9,ALL,0.0,0.5,5,0.42668,0.07732119373108512,0.3333,41.158,53.179037411371034,-5.58,33795.0,6759.0,678,135.6,2.3560000000000003,-0.56,1177.1,17.456,0.81,0.658,28.0,0.29546,0.6392,4,0.8,12.894481294314485
0.75,10,9,ALL,0.0,0.5,5,0.42668,0.07732119373108512,0.3333,41.158,53.179037411371034,-5.58,33795.0,6759.0,678,135.6,2.3560000000000003,-0.56,1177.1,17.456,0.81,0.658,28.0,0.29546,0.6392,4,0.8,12.894481294314485
0.75,30,9,ALL,0.0,0.5,5,0.42668,0.07732119373108512,0.3333,41.158,53.179037411371034,-5.58,33795.0,6759.0,678,135.6,2.3560000000000003,-0.56,1177.1,17.456,0.81,0.658,28.0,0.29546,0.6392,4,0.8,12.894481294314485
0.6,50,3,ALL,0.0,0.7,5,0.44577999999999995,0.011909533995921087,0.431,32.432,40.636432791277336,1.27,1541811.0,308362.2,62489,12497.8,3.28,0.49,95412.3,24.554000000000002,1.22,0.6202,561.2,0.16543999999999998,0.4932,5,1.0,12.494783604361334
0.7,10,3,NO,0.0,1.0,5,0.7364200000000001,0.05767826280324333,0.6668,24.534,25.062752841617378,0.96,463761.0,92752.2,20891,4178.2,3.25,0.58,9932.7,inf,1.23,0.6646,721.8,0.1948,0.388,5,1.0,12.29062357919131
0.75,10,3,ALL,0.0,1.0,5,0.74142,0.04330810547691971,0.6829,22.57,23.80957580470513,5.38,461257.0,92251.4,22815,4563.0,4.686,2.41,17278.5,inf,4.12,0.8534,435.8,0.18209999999999998,0.3968,5,1.0,12.279212097647434
0.55,50,3,NO,0.0,1.0,5,0.62608,0.02044619769052428,0.605,18.862000000000002,15.414610601633761,3.64,1505727.0,301145.4,108513,21702.6,5.014,2.77,28601.7,30.038,6.23,0.7689999999999999,869.4,0.11610000000000001,0.41319999999999996,5,1.0,12.246694699183122
0.85,10,3,YES,0.3,0.8,5,0.7354,0.044126919221717686,0.681,12.575999999999999,5.2035593587466655,7.45,14892.0,2978.4,1130,226.0,4.8420000000000005,2.46,574.8,9.478,2.41,0.764,93.8,0.05454,0.2728,5,1.0,12.209220320626665
0.65,10,3,ALL,0.0,1.0,5,0.66896,0.030348113615182058,0.6215,16.412,11.23318610190359,4.55,953325.0,190665.0,73597,14719.4,5.4399999999999995,2.81,11914.5,inf,6.45,0.8155999999999999,1155.6,0.12986,0.4062,5,1.0,12.160406949048204
0.6,10,3,ALL,0.0,0.5,5,0.29232,0.025692936772583982,0.2695,44.152,61.81839831312357,-3.73,1329962.0,265992.4,40358,8071.6,2.42,-0.9,115132.9,11.138,0.68,0.4934,1711.6,0.13801999999999998,0.44299999999999995,4,0.8,12.123800843438215
0.55,50,6,ALL,0.0,1.0,5,0.5980399999999999,0.021372248360900216,0.569,22.824,24.107628045911113,4.3,1712335.0,342467.0,92391,18478.2,4.936,3.31,30304.8,29.488,5.65,0.709,394.2,0.18416,0.5134,5,1.0,12.060185977044444
0.7,50,3,ALL,0.0,0.7,5,0.49779999999999996,0.030920462480370493,0.467,36.272,48.56052429700487,0.14,374056.0,74811.2,12390,2478.0,2.582,0.11,15665.2,14.776,1.05,0.4756,197.4,0.20238,0.42540000000000006,5,1.0,12.033737851497564
0.55,30,6,ALL,0.0,1.0,5,0.59846,0.021812106729979096,0.5692,22.436,23.721497212444245,4.07,1704201.0,340840.2,93782,18756.4,4.92,3.31,31574.3,27.76,5.42,0.709,435.4,0.18102000000000001,0.508,5,1.0,11.796251393777878
0.55,10,6,ALL,0.0,1.0,5,0.5985199999999999,0.021699700458762083,0.5694,22.413999999999998,23.689057178368245,4.08,1704077.0,340815.4,93840,18768.0,4.9159999999999995,3.31,31651.9,27.806,5.51,0.709,441.0,0.18080000000000002,0.5077999999999999,5,1.0,11.793471410815876
0.85,10,3,ALL,0.3,0.8,5,0.74614,0.043237287148941206,0.6772,13.308000000000002,5.945184606048832,4.19,37005.0,7401.0,2384,476.8,6.531999999999999,1.81,883.1,36.739999999999995,1.88,0.8084,93.8,0.051280000000000006,0.3008,5,1.0,11.592407696975586
0.55,30,3,NO,0.0,1.0,5,0.6284,0.022801425394040585,0.6074,17.582,14.488891261928913,3.9,1515031.0,303006.2,115353,23070.6,4.8740000000000006,2.55,32360.2,24.084,5.85,0.7712,1351.4,0.10428,0.392,5,1.0,11.507554369035544
0.6,50,3,ALL,0.0,1.0,5,0.62122,0.02445367048113638,0.5978,21.966,23.66818708731195,3.72,1863955.0,372791.0,109516,21903.2,4.622,2.18,82902.7,87.626,2.34,0.7712,561.2,0.15684,0.4808,5,1.0,11.247906456344026
0.8,30,3,ALL,0.3,0.8,5,0.74732,0.030152976635814902,0.7009,13.61,7.892683320645774,5.19,77331.0,15466.2,4889,977.8,7.839999999999999,1.67,736.2,inf,1.96,0.8533999999999999,94.8,0.07092000000000001,0.33399999999999996,5,1.0,11.220658339677113
0.55,10,3,NO,0.0,1.0,5,0.6316200000000001,0.024134145934753905,0.6076,16.69,13.648344221919377,4.14,1533870.0,306774.0,121859,24371.8,4.808,2.46,34379.3,35.92,5.95,0.7512000000000001,2338.8,0.09182,0.3674,5,1.0,11.107827889040312
0.85,10,3,ALL,0.0,0.7,5,0.54174,0.039902230514095305,0.4889,12.943999999999999,7.344278725647605,5.96,20124.0,4024.8,1521,304.2,2.408,1.57,3050.1,4.64,1.92,0.6146,93.8,0.08274000000000001,0.3286,5,1.0,11.059860637176197
0.7,30,3,ALL,0.0,0.5,5,0.31076000000000004,0.03616749922236814,0.278,53.854,79.26157978491219,-10.88,298875.0,59775.0,7323,1464.6,1.216,-2.3,24844.2,5.5200000000000005,0.39,0.4468,337.4,0.20192000000000002,0.41400000000000003,4,0.8,10.959210107543907
0.75,50,6,ALL,0.0,0.7,5,0.50126,0.11397595360425812,0.3258,80.736,137.63709685255645,-3.48,260254.0,52050.8,3013,602.6,3.364,-1.33,21177.3,inf,0.64,0.6176,61.8,0.23892000000000002,0.47300000000000003,4,0.8,10.873451573721777
0.55,50,3,ALL,0.0,0.5,5,0.3052,0.019509997437211515,0.283,31.973999999999997,39.05020204813287,-5.48,1395323.0,279064.6,62785,12557.0,2.79,-1.85,129102.3,9.326,0.45,0.5801999999999999,869.4,0.11894,0.4244,4,0.8,10.804898975933563
0.7,30,3,ALL,0.0,0.7,5,0.49268,0.026272457060579613,0.4637,30.056,39.43423804259441,1.51,369177.0,73835.4,14635,2927.0,2.9299999999999997,0.62,16161.1,26.46,1.27,0.5778000000000001,337.4,0.17682,0.3902,5,1.0,10.791880978702796
0.85,50,3,ALL,0.3,0.8,5,0.7628199999999999,0.05364561491864928,0.7091,12.907999999999998,6.9002949212334395,4.06,26256.0,5251.2,1614,322.8,6.452000000000001,1.1,365.2,inf,1.44,0.8134,25.8,0.12708,0.4934,5,1.0,10.675852539383278
0.85,10,3,NO,0.0,1.0,5,0.82928,0.03888999871432241,0.7778,10.744,3.63370747309136,5.81,43099.0,8619.8,3624,724.8,4.862,3.18,1050.7,inf,3.74,0.849,93.8,0.07898,0.354,5,1.0,10.67014626345432
0.6,30,3,ALL,0.0,0.7,5,0.44324,0.01067487704847226,0.4292,28.794,36.67464219321028,0.54,1486691.0,297338.2,68342,13668.4,3.056,0.23,98502.0,17.452,1.1,0.5756,917.4,0.14474,0.4566,5,1.0,10.61867890339486
0.85,10,3,ALL,0.0,1.0,5,0.8111599999999999,0.031482264848641354,0.7667,9.508,1.9080801869942465,6.48,64286.0,12857.2,6937,1387.4,6.018,3.72,1213.7,inf,5.5,0.8311999999999999,93.8,0.06232,0.33140000000000003,5,1.0,10.497959906502874
0.75,30,6,ALL,0.0,0.7,5,0.50194,0.1121608799894152,0.3302,78.98,134.90580083895577,-3.69,260604.0,52120.8,3082,616.4,3.3920000000000003,-1.41,21220.3,inf,0.62,0.6176,72.2,0.23454000000000003,0.46580000000000005,4,0.8,10.42009958052212
0.75,10,6,ALL,0.0,0.7,5,0.50194,0.1121608799894152,0.3302,78.98,134.90580083895577,-3.69,260604.0,52120.8,3082,616.4,3.3920000000000003,-1.41,21220.3,inf,0.62,0.6176,74.2,0.23454000000000003,0.46580000000000005,4,0.8,10.42009958052212
0.75,30,3,ALL,0.3,0.8,5,0.70216,0.04614187902545799,0.6292,10.568000000000001,3.958531293295532,5.23,97009.0,19401.8,8230,1646.0,7.506,3.87,1024.2,inf,5.59,0.8956,182.0,0.03218,0.2012,5,1.0,10.157734353352236
0.6,30,3,ALL,0.0,1.0,5,0.6213,0.025473613799380686,0.5937,19.696,21.27337843408987,3.16,1839127.0,367825.4,120289,24057.8,4.492,2.02,86561.5,36.048,2.17,0.7712,917.4,0.1365,0.44320000000000004,5,1.0,10.007310782955066
0.75,30,9,YES,0.3,0.8,5,0.68994,0.11941803883835977,0.4969,13.87,9.754729622085893,3.23,13405.0,2681.0,845,169.0,6.814,0.69,543.5,inf,1.32,0.709,28.0,0.15106,0.5056,5,1.0,9.961635188957052
0.75,10,9,YES,0.3,0.8,5,0.68994,0.11941803883835977,0.4969,13.87,9.754729622085893,3.23,13405.0,2681.0,845,169.0,6.814,0.69,543.5,inf,1.32,0.709,28.0,0.15106,0.5056,5,1.0,9.961635188957052
0.75,50,9,YES,0.3,0.8,5,0.68994,0.11941803883835977,0.4969,13.87,9.754729622085893,3.23,13405.0,2681.0,845,169.0,6.814,0.69,543.5,inf,1.32,0.709,28.0,0.15106,0.5056,5,1.0,9.961635188957052
0.7,30,9,ALL,0.0,0.5,5,0.39938,0.05012256976652334,0.3506,22.952,26.380127368911623,0.55,39086.0,7817.2,1989,397.8,2.624,0.08,3492.5,7.787999999999999,1.03,0.5756,47.4,0.15722,0.49779999999999996,5,1.0,9.92693631554419
0.7,50,9,ALL,0.0,0.5,5,0.39938,0.05012256976652334,0.3506,22.952,26.380127368911623,0.55,39086.0,7817.2,1989,397.8,2.624,0.08,3492.5,7.787999999999999,1.03,0.5756,47.4,0.15722,0.49779999999999996,5,1.0,9.92693631554419
0.7,10,9,ALL,0.0,0.5,5,0.39938,0.05012256976652334,0.3506,22.952,26.380127368911623,0.55,39086.0,7817.2,1989,397.8,2.624,0.08,3492.5,7.787999999999999,1.03,0.5756,47.4,0.15722,0.49779999999999996,5,1.0,9.92693631554419
0.85,30,3,NO,0.0,1.0,5,0.852,0.02529179708917498,0.836,10.374,4.478853647977348,5.36,38762.0,7752.4,3046,609.2,4.706,2.11,916.5,inf,2.71,0.8268000000000001,42.6,0.10134000000000001,0.4556,5,1.0,9.742573176011327
0.7,50,6,NO,0.0,1.0,5,0.7398,0.07092376188556278,0.6491,42.648,69.13904410678528,4.63,309567.0,61913.4,8285,1657.0,4.67,2.42,11691.3,inf,3.61,0.7178,105.8,0.22512000000000004,0.4506,5,1.0,9.467477946607364
0.7,50,9,NO,0.0,0.5,5,0.44211999999999996,0.11476696824435156,0.3023,42.367999999999995,60.062898448210106,-9.76,32422.0,6484.4,902,180.4,2.244,-1.39,2166.2,inf,0.6,0.631,47.4,0.22149999999999997,0.5466,3,0.6,9.408550775894941
0.7,30,9,NO,0.0,0.5,5,0.44211999999999996,0.11476696824435156,0.3023,42.367999999999995,60.062898448210106,-9.76,32422.0,6484.4,902,180.4,2.244,-1.39,2166.2,inf,0.6,0.631,47.4,0.22149999999999997,0.5466,3,0.6,9.408550775894941
0.7,10,9,NO,0.0,0.5,5,0.44211999999999996,0.11476696824435156,0.3023,42.367999999999995,60.062898448210106,-9.76,32422.0,6484.4,902,180.4,2.244,-1.39,2166.2,inf,0.6,0.631,47.4,0.22149999999999997,0.5466,3,0.6,9.408550775894941
0.75,30,3,YES,0.3,0.8,5,0.69198,0.043272185061538036,0.6319,9.812000000000001,3.7247778457244936,4.78,41469.0,8293.8,4097,819.4,6.034000000000001,3.21,1934.7,74.638,3.65,0.7868,182.0,0.037040000000000003,0.1984,5,1.0,9.383611077137754
0.7,10,6,NO,0.0,1.0,5,0.74032,0.06871016664220801,0.6549,40.874,65.70002001521765,4.53,313420.0,62684.0,8690,1738.0,4.506,2.42,11696.6,inf,3.47,0.7178,128.4,0.21838000000000002,0.4384,5,1.0,9.38298999239118
0.85,50,3,NO,0.0,1.0,5,0.8644000000000001,0.02757435402688519,0.8256,10.368,4.332761244287527,3.93,33451.0,6690.2,2563,512.6,4.43,1.38,804.8,inf,1.61,0.8089999999999999,25.8,0.17343999999999998,0.5842,5,1.0,9.380619377856236
0.75,50,3,ALL,0.3,0.8,5,0.70202,0.05248068216020069,0.6194,10.34,4.625002702701913,4.44,82799.0,16559.8,6983,1396.6,7.2780000000000005,2.56,1286.1,inf,2.52,0.8556000000000001,108.4,0.04844,0.26139999999999997,5,1.0,9.359498648649044
0.7,30,6,NO,0.0,1.0,5,0.74042,0.06846109844283835,0.6556,40.96,65.92519965840074,4.53,313479.0,62695.8,8684,1736.8,4.5,2.42,11596.6,inf,3.47,0.7178,124.8,0.21872000000000003,0.43879999999999997,5,1.0,9.35640017079963
0.8,10,3,YES,0.3,0.8,5,0.71882,0.04388663805761383,0.6468,11.687999999999999,6.44314131460734,2.55,37395.0,7479.0,2960,592.0,6.956,1.34,641.0,inf,1.65,0.8333999999999999,229.4,0.04376,0.2408,5,1.0,9.23142934269633
0.75,50,9,ALL,0.0,0.7,5,0.5542,0.07397624618754321,0.4608,22.474,26.47875997851863,-0.13,40238.0,8047.6,1366,273.2,2.48,-0.04,1603.7,135.27,0.99,0.6554,28.0,0.22594000000000003,0.5429999999999999,4,0.8,9.195620010740685
0.75,30,9,ALL,0.0,0.7,5,0.5542,0.07397624618754321,0.4608,22.474,26.47875997851863,-0.13,40238.0,8047.6,1366,273.2,2.48,-0.04,1603.7,135.27,0.99,0.6554,28.0,0.22594000000000003,0.5429999999999999,4,0.8,9.195620010740685
0.75,10,9,ALL,0.0,0.7,5,0.5542,0.07397624618754321,0.4608,22.474,26.47875997851863,-0.13,40238.0,8047.6,1366,273.2,2.48,-0.04,1603.7,135.27,0.99,0.6554,28.0,0.22594000000000003,0.5429999999999999,4,0.8,9.195620010740685
0.85,30,3,ALL,0.0,1.0,5,0.8333999999999999,0.020098383019536707,0.815,9.581999999999999,3.3961625402798377,4.35,59874.0,11974.8,5973,1194.6,6.648000000000001,3.38,924.5,inf,4.38,0.8089999999999999,42.6,0.09292,0.41980000000000006,5,1.0,9.188918729860081
0.85,50,6,YES,0.3,0.8,5,0.73876,0.055317836183278145,0.6429,13.38,9.756546520157633,2.11,4644.0,928.8,329,65.8,3.37,0.3,325.5,3.8299999999999996,1.1,0.6684,12.4,0.1867,0.5564,5,1.0,9.134726739921184
0.7,50,3,ALL,0.0,1.0,5,0.70874,0.05248831298489215,0.6288,18.636,20.53858393366008,2.16,491222.0,98244.4,28910,5782.0,4.032,2.2,9959.5,93.154,2.44,0.7912,197.4,0.175,0.4004,5,1.0,9.014708033169958
0.65,50,9,ALL,0.3,0.8,5,0.64848,0.05079445835915563,0.5657,8.778,2.694034149746436,5.06,68018.0,13603.6,7631,1526.2,8.512,4.17,1796.6,inf,4.9,0.8734,72.4,0.0829,0.3482,5,1.0,8.948982925126781
0.65,30,9,ALL,0.3,0.8,5,0.64832,0.05066554055766105,0.5657,8.75,2.657197772089989,5.06,67847.0,13569.4,7634,1526.8,8.508,4.17,1796.6,inf,4.9,0.8734,72.6,0.08277999999999999,0.3478,5,1.0,8.939401113955006
0.65,10,9,ALL,0.3,0.8,5,0.64832,0.05066554055766105,0.5657,8.75,2.657197772089989,5.06,67847.0,13569.4,7634,1526.8,8.508,4.17,1796.6,inf,4.9,0.8734,72.6,0.08277999999999999,0.3478,5,1.0,8.939401113955006
0.7,50,6,ALL,0.0,0.5,5,0.36574,0.06177918743395708,0.2676,63.80400000000001,110.24266247691953,0.85,260968.0,52193.6,3797,759.4,2.984,0.43,11454.4,7.514,1.19,0.618,105.8,0.18766,0.4204,5,1.0,8.937668761540243
0.7,30,3,ALL,0.0,1.0,5,0.7066399999999999,0.04826912056377246,0.6353,16.36,17.022883128307026,3.16,506764.0,101352.8,33961,6792.2,4.276,2.69,9428.0,461.70799999999997,3.0,0.7712,337.4,0.15158,0.3626,5,1.0,8.796558435846487
0.7,50,6,ALL,0.3,0.8,5,0.66488,0.05280442216329989,0.5866,9.718,5.289534005940411,5.64,79374.0,15874.8,8153,1630.6,7.5920000000000005,3.33,1529.7,inf,5.21,0.7846,105.8,0.04814,0.26280000000000003,5,1.0,8.765232997029795
0.6,10,3,ALL,0.0,1.0,5,0.6209,0.025528709328910448,0.5912,17.672,19.52483213756267,2.64,1806333.0,361266.6,131245,26249.0,4.337999999999999,1.81,87365.3,29.690000000000005,2.0,0.7712,1711.6,0.11834,0.40659999999999996,5,1.0,8.701583931218666
0.7,10,6,ALL,0.3,0.8,5,0.66418,0.05304466985475542,0.5856,9.65,5.197258892916535,5.44,83837.0,16767.4,8529,1705.8,7.586,3.51,1286.6,inf,4.82,0.8068,128.4,0.04404,0.24779999999999996,5,1.0,8.683370553541733
0.85,10,3,NO,0.3,0.8,5,0.75532,0.04998746842959747,0.6712,13.613999999999999,9.274043346890288,-0.98,22113.0,4422.6,1254,250.8,5.272,-0.19,646.6,inf,0.93,0.784,93.8,0.06068,0.3106,4,0.8,8.682978326554855
0.7,30,6,ALL,0.3,0.8,5,0.66396,0.05300738627776322,0.5856,9.636000000000001,5.206268337302641,5.44,83598.0,16719.6,8518,1703.6,7.5760000000000005,3.48,1286.6,inf,4.82,0.8068,124.8,0.04418,0.24820000000000003,5,1.0,8.664865831348681
0.6,10,3,ALL,0.0,0.7,5,0.4413,0.009605467193218673,0.4291,25.6,33.750968134262465,-0.22,1435491.0,287098.2,74082,14816.4,2.852,-0.1,103687.3,14.942000000000002,0.96,0.4934,1711.6,0.12618000000000001,0.4206,4,0.8,8.658515932868768
0.75,50,3,YES,0.3,0.8,5,0.69152,0.052089557494760914,0.6199,9.32,3.7709614158726152,4.0,34610.0,6922.0,3479,695.8,5.494,2.05,2763.8,29.746,2.29,0.7268,108.4,0.056679999999999994,0.2576,5,1.0,8.634519292063692
0.7,50,6,ALL,0.0,0.7,5,0.5057400000000001,0.046346337503625906,0.4418,39.068,62.05854872618275,1.61,292143.0,58428.6,6952,1390.4,3.9840000000000004,0.92,10520.5,40.062,1.42,0.6802,105.8,0.17256,0.3932,5,1.0,8.521725636908624
0.8,50,9,NO,0.0,1.0,4,0.837475,0.02839910503284686,0.8073,19.9125,21.24925626149458,-2.92,30037.0,7509.25,1071,267.75,2.7,-0.67,1135.5,21.68,0.77,0.64175,16.0,0.33242499999999997,0.61225,3,0.75,8.411871869252712
0.8,30,9,NO,0.0,1.0,4,0.837475,0.02839910503284686,0.8073,19.9125,21.24925626149458,-2.92,30037.0,7509.25,1071,267.75,2.7,-0.67,1135.5,21.68,0.77,0.64175,16.0,0.33242499999999997,0.61225,3,0.75,8.411871869252712
0.8,10,9,NO,0.0,1.0,4,0.837475,0.02839910503284686,0.8073,19.9125,21.24925626149458,-2.92,30037.0,7509.25,1071,267.75,2.7,-0.67,1135.5,21.68,0.77,0.64175,16.0,0.33242499999999997,0.61225,3,0.75,8.411871869252712
0.55,30,3,ALL,0.0,0.5,5,0.30198,0.01738827190953717,0.2829,28.414000000000005,36.33432990988,-6.19,1314294.0,262858.8,67301,13460.2,2.504,-2.24,136323.6,7.918000000000001,0.38,0.5578000000000001,1351.4,0.10464,0.3952,4,0.8,8.389835045060007
0.8,50,3,YES,0.3,0.8,5,0.73982,0.0429505180411133,0.6699,12.148,8.385506544031793,1.12,30698.0,6139.6,2065,413.0,5.932,0.25,918.0,inf,1.1,0.7712,55.4,0.12530000000000002,0.39859999999999995,5,1.0,8.291246727984102
0.85,30,3,ALL,0.0,0.7,5,0.57232,0.03622646822421418,0.5165,12.282,11.095202566875468,4.98,19194.0,3838.8,1178,235.6,2.308,1.04,2206.2,17.392,1.41,0.6574,42.6,0.12167999999999998,0.3956,5,1.0,8.228398716562266
0.75,10,6,ALL,0.3,0.8,5,0.69388,0.07874132968143222,0.5784,12.352,10.006091644593306,2.66,53891.0,10778.2,3790,758.0,6.831999999999999,1.26,1251.3,inf,1.57,0.789,74.2,0.06038,0.2832,5,1.0,8.146954177703346
0.75,30,6,ALL,0.3,0.8,5,0.69372,0.07868746405876866,0.5784,12.34,10.007444728800655,2.66,53821.0,10764.2,3788,757.6,6.828,1.26,1251.3,inf,1.57,0.789,72.2,0.060439999999999994,0.2834,5,1.0,8.134277635599673
0.65,50,6,ALL,0.3,0.8,5,0.64266,0.030596780876425575,0.5925,7.018000000000001,1.4656977860391271,5.83,136043.0,27208.6,18004,3600.8,9.620000000000001,4.69,1301.6,inf,12.52,0.8512000000000001,177.4,0.02644,0.18860000000000002,5,1.0,8.034151106980437
0.8,50,3,ALL,0.3,0.8,5,0.74744,0.039557464529466506,0.6815,12.74,9.752645794859976,0.33,67279.0,13455.8,4149,829.8,7.25,0.09,893.4,inf,1.04,0.7912,55.4,0.11126,0.4008,5,1.0,7.962677102570012
0.7,50,6,ALL,0.0,1.0,5,0.70874,0.06463716423235166,0.6379,23.534,33.60948720227668,4.08,354130.0,70826.0,15766,3153.2,5.8100000000000005,2.58,12058.2,inf,3.78,0.829,105.8,0.16094000000000003,0.3892,5,1.0,7.953256398861658
0.75,10,3,ALL,0.3,0.8,5,0.69034,0.044808291643400125,0.6183,9.122,3.9772691636347672,2.51,103279.0,20655.8,10257,2051.4,6.8,2.34,2495.5,inf,2.27,0.8956,435.8,0.01906,0.1474,5,1.0,7.886365418182616
