window,min_hr,min_mkts,min_mos,direction,entry_lo,entry_hi,pool,signals,HR,ROI%,PnL,bl_HR,edge,sharpe,max_dd,profit_factor,worst_week,best_week,n_weeks,pct_pos_weeks,top1_pct,top3_pct,herfindahl,n_active
Nov-Dec25,0.75,10,6,ALL,0.0,1.0,92,1729,0.7895,18.29,31632.0,0.3388,0.4506,10.72,0.0,inf,339.7,7694.9,10,1.0,0.374,0.512,0.1589,72
Nov-Dec25,0.75,10,6,ALL,0.0,0.5,92,365,0.474,42.33,15451.0,0.3388,0.1351,4.71,1737.7,6.64,-1737.7,6744.0,10,0.8,0.522,0.602,0.2836,49
Nov-Dec25,0.75,10,6,ALL,0.0,0.7,92,648,0.5895,32.77,21236.0,0.3388,0.2507,6.55,851.2,17.72,-851.2,7326.5,10,0.8,0.45,0.56,0.2167,59
Nov-Dec25,0.75,10,6,ALL,0.3,0.8,92,798,0.7682,27.29,21774.0,0.3388,0.4293,14.91,0.0,inf,1001.2,4008.4,10,1.0,0.246,0.427,0.0924,65
Nov-Dec25,0.75,10,6,NO,0.0,1.0,92,899,0.8209,26.16,23521.0,0.4202,0.4007,9.15,0.0,inf,726.5,7231.2,10,1.0,0.487,0.595,0.2488,65
Nov-Dec25,0.75,10,6,NO,0.0,0.5,92,178,0.5955,86.64,15422.0,0.4202,0.1753,5.65,0.0,inf,94.4,6555.3,10,1.0,0.665,0.736,0.4484,37
Nov-Dec25,0.75,10,6,NO,0.0,0.7,92,313,0.6581,57.89,18119.0,0.4202,0.238,6.61,0.0,inf,428.9,7046.7,10,1.0,0.59,0.669,0.3553,49
Nov-Dec25,0.75,10,6,NO,0.3,0.8,92,409,0.7848,30.74,12574.0,0.4202,0.3647,16.74,0.0,inf,620.5,2392.2,10,1.0,0.278,0.403,0.0972,54
Nov-Dec25,0.75,10,6,YES,0.0,1.0,92,830,0.7554,9.77,8110.0,0.281,0.4744,4.15,992.3,6.42,-594.1,3959.9,10,0.6,0.16,0.354,0.063,63
Nov-Dec25,0.75,10,6,YES,0.0,0.5,92,187,0.3583,0.15,28.0,0.281,0.0772,0.02,2068.2,1.01,-1832.1,1862.3,10,0.6,0.162,0.298,0.0601,43
Nov-Dec25,0.75,10,6,YES,0.0,0.7,92,335,0.5254,9.31,3118.0,0.281,0.2443,1.73,1746.5,1.93,-1340.5,3046.8,10,0.6,0.136,0.336,0.0604,53
Nov-Dec25,0.75,10,6,YES,0.3,0.8,92,389,0.7506,23.65,9200.0,0.281,0.4696,7.79,0.0,74.18,-125.7,2492.8,10,0.9,0.178,0.402,0.0775,55
Nov-Dec25,0.75,10,9,ALL,0.0,1.0,42,993,0.7855,21.85,21697.0,0.3388,0.4467,6.72,0.0,inf,231.1,8357.3,10,1.0,0.572,0.684,0.3393,37
Nov-Dec25,0.75,10,9,ALL,0.0,0.5,42,223,0.5336,65.83,14679.0,0.3388,0.1948,4.8,439.0,34.43,-380.9,7329.0,10,0.8,0.683,0.757,0.4741,28
Nov-Dec25,0.75,10,9,ALL,0.0,0.7,42,379,0.5963,43.53,16499.0,0.3388,0.2575,4.94,214.0,78.08,-214.0,8077.6,10,0.9,0.609,0.704,0.381,32
Nov-Dec25,0.75,10,9,ALL,0.3,0.8,42,461,0.757,26.65,12284.0,0.3388,0.4182,10.77,0.0,inf,329.1,2683.3,10,1.0,0.419,0.577,0.1988,34
Nov-Dec25,0.75,10,9,NO,0.0,1.0,42,536,0.8246,34.34,18405.0,0.4202,0.4044,6.66,17.1,1076.15,-17.1,7182.5,10,0.9,0.658,0.73,0.4397,36
Nov-Dec25,0.75,10,9,NO,0.0,0.5,42,118,0.661,122.99,14513.0,0.4202,0.2408,5.35,300.0,49.38,-300.0,6546.5,10,0.9,0.806,0.855,0.6521,22
Nov-Dec25,0.75,10,9,NO,0.0,0.7,42,192,0.6771,80.58,15472.0,0.4202,0.2569,5.32,489.8,32.59,-489.8,7138.1,10,0.9,0.728,0.784,0.5344,29
Nov-Dec25,0.75,10,9,NO,0.3,0.8,42,244,0.7787,31.21,7616.0,0.4202,0.3585,10.52,225.1,34.83,-225.1,1586.2,10,0.9,0.438,0.539,0.2086,31
Nov-Dec25,0.75,10,9,YES,0.0,1.0,42,457,0.7396,7.2,3292.0,0.281,0.4586,3.64,931.2,3.51,-931.2,1174.9,10,0.6,0.221,0.457,0.0972,34
Nov-Dec25,0.75,10,9,YES,0.0,0.5,42,105,0.3905,1.58,166.0,0.281,0.1094,0.23,1278.5,1.08,-872.2,782.6,10,0.7,0.274,0.427,0.1211,23
Nov-Dec25,0.75,10,9,YES,0.0,0.7,42,187,0.5134,5.5,1028.0,0.281,0.2323,1.17,990.7,1.46,-919.6,939.5,10,0.5,0.234,0.445,0.1054,29
Nov-Dec25,0.75,10,9,YES,0.3,0.8,42,217,0.7327,21.52,4669.0,0.281,0.4517,6.18,152.5,16.2,-152.5,1562.0,10,0.7,0.281,0.47,0.1148,30
Nov-Dec25,0.75,30,3,ALL,0.0,1.0,225,4053,0.7367,8.59,34808.0,0.3388,0.3979,6.43,3163.7,10.22,-3163.7,11233.4,10,0.8,0.168,0.263,0.0533,157
Nov-Dec25,0.75,30,3,ALL,0.0,0.5,225,968,0.3058,-6.95,-6723.0,0.3388,-0.0331,-1.6,11082.0,0.49,-7433.0,2111.4,10,0.6,0.2,0.299,0.0881,105
Nov-Dec25,0.75,30,3,ALL,0.0,0.7,225,1728,0.5017,6.08,10504.0,0.3388,0.1629,2.24,6245.5,2.24,-6245.5,6336.9,10,0.7,0.201,0.303,0.0747,125
Nov-Dec25,0.75,30,3,ALL,0.3,0.8,225,2029,0.7028,14.08,28564.0,0.3388,0.364,6.57,96.2,297.98,-96.2,9991.4,10,0.9,0.12,0.22,0.0369,138
Nov-Dec25,0.75,30,3,NO,0.0,1.0,225,2032,0.7687,16.28,33071.0,0.4202,0.3485,8.36,1109.3,30.81,-1109.3,7006.4,10,0.9,0.232,0.364,0.075,140
Nov-Dec25,0.75,30,3,NO,0.0,0.5,225,433,0.3857,29.56,12799.0,0.4202,-0.0345,3.84,3441.0,4.31,-3441.0,5241.4,10,0.8,0.296,0.462,0.1251,79
Nov-Dec25,0.75,30,3,NO,0.0,0.7,225,804,0.5498,25.43,20445.0,0.4202,0.1296,5.91,2589.2,8.9,-2589.2,6218.4,10,0.9,0.284,0.444,0.108,102
Nov-Dec25,0.75,30,3,NO,0.3,0.8,225,992,0.7198,17.34,17203.0,0.4202,0.2996,8.19,0.0,inf,478.1,4871.3,10,1.0,0.147,0.237,0.039,113
Nov-Dec25,0.75,30,3,YES,0.0,1.0,225,2021,0.7046,0.86,1737.0,0.281,0.4236,0.5,5986.8,1.22,-3129.0,5211.8,10,0.4,0.066,0.153,0.0388,141
Nov-Dec25,0.75,30,3,YES,0.0,0.5,225,535,0.2411,-36.49,-19523.0,0.281,-0.0399,-7.8,17952.1,0.06,-4231.9,1313.2,10,0.1,0.051,0.099,0.0673,91
Nov-Dec25,0.75,30,3,YES,0.0,0.7,225,924,0.46,-10.76,-9941.0,0.281,0.1789,-3.15,10235.5,0.34,-3985.8,2709.5,10,0.2,0.055,0.136,0.0538,110
Nov-Dec25,0.75,30,3,YES,0.3,0.8,225,1037,0.6866,10.96,11361.0,0.281,0.4056,4.22,1934.7,5.61,-1498.6,5120.1,10,0.7,0.085,0.196,0.0345,117
Nov-Dec25,0.75,30,6,ALL,0.0,1.0,90,1729,0.7895,18.29,31632.0,0.3388,0.4506,10.72,0.0,inf,339.7,7694.9,10,1.0,0.374,0.512,0.1589,72
Nov-Dec25,0.75,30,6,ALL,0.0,0.5,90,365,0.474,42.33,15451.0,0.3388,0.1351,4.71,1737.7,6.64,-1737.7,6744.0,10,0.8,0.522,0.602,0.2836,49
Nov-Dec25,0.75,30,6,ALL,0.0,0.7,90,648,0.5895,32.77,21236.0,0.3388,0.2507,6.55,851.2,17.72,-851.2,7326.5,10,0.8,0.45,0.56,0.2167,59
Nov-Dec25,0.75,30,6,ALL,0.3,0.8,90,798,0.7682,27.29,21774.0,0.3388,0.4293,14.91,0.0,inf,1001.2,4008.4,10,1.0,0.246,0.427,0.0924,65
Nov-Dec25,0.75,30,6,NO,0.0,1.0,90,899,0.8209,26.16,23521.0,0.4202,0.4007,9.15,0.0,inf,726.5,7231.2,10,1.0,0.487,0.595,0.2488,65
Nov-Dec25,0.75,30,6,NO,0.0,0.5,90,178,0.5955,86.64,15422.0,0.4202,0.1753,5.65,0.0,inf,94.4,6555.3,10,1.0,0.665,0.736,0.4484,37
Nov-Dec25,0.75,30,6,NO,0.0,0.7,90,313,0.6581,57.89,18119.0,0.4202,0.238,6.61,0.0,inf,428.9,7046.7,10,1.0,0.59,0.669,0.3553,49
Nov-Dec25,0.75,30,6,NO,0.3,0.8,90,409,0.7848,30.74,12574.0,0.4202,0.3647,16.74,0.0,inf,620.5,2392.2,10,1.0,0.278,0.403,0.0972,54
Nov-Dec25,0.75,30,6,YES,0.0,1.0,90,830,0.7554,9.77,8110.0,0.281,0.4744,4.15,992.3,6.42,-594.1,3959.9,10,0.6,0.16,0.354,0.063,63
Nov-Dec25,0.75,30,6,YES,0.0,0.5,90,187,0.3583,0.15,28.0,0.281,0.0772,0.02,2068.2,1.01,-1832.1,1862.3,10,0.6,0.162,0.298,0.0601,43
Nov-Dec25,0.75,30,6,YES,0.0,0.7,90,335,0.5254,9.31,3118.0,0.281,0.2443,1.73,1746.5,1.93,-1340.5,3046.8,10,0.6,0.136,0.336,0.0604,53
Nov-Dec25,0.75,30,6,YES,0.3,0.8,90,389,0.7506,23.65,9200.0,0.281,0.4696,7.79,0.0,74.18,-125.7,2492.8,10,0.9,0.178,0.402,0.0775,55
Nov-Dec25,0.75,30,9,ALL,0.0,1.0,42,993,0.7855,21.85,21697.0,0.3388,0.4467,6.72,0.0,inf,231.1,8357.3,10,1.0,0.572,0.684,0.3393,37
Nov-Dec25,0.75,30,9,ALL,0.0,0.5,42,223,0.5336,65.83,14679.0,0.3388,0.1948,4.8,439.0,34.43,-380.9,7329.0,10,0.8,0.683,0.757,0.4741,28
Nov-Dec25,0.75,30,9,ALL,0.0,0.7,42,379,0.5963,43.53,16499.0,0.3388,0.2575,4.94,214.0,78.08,-214.0,8077.6,10,0.9,0.609,0.704,0.381,32
Nov-Dec25,0.75,30,9,ALL,0.3,0.8,42,461,0.757,26.65,12284.0,0.3388,0.4182,10.77,0.0,inf,329.1,2683.3,10,1.0,0.419,0.577,0.1988,34
Nov-Dec25,0.75,30,9,NO,0.0,1.0,42,536,0.8246,34.34,18405.0,0.4202,0.4044,6.66,17.1,1076.15,-17.1,7182.5,10,0.9,0.658,0.73,0.4397,36
Nov-Dec25,0.75,30,9,NO,0.0,0.5,42,118,0.661,122.99,14513.0,0.4202,0.2408,5.35,300.0,49.38,-300.0,6546.5,10,0.9,0.806,0.855,0.6521,22
Nov-Dec25,0.75,30,9,NO,0.0,0.7,42,192,0.6771,80.58,15472.0,0.4202,0.2569,5.32,489.8,32.59,-489.8,7138.1,10,0.9,0.728,0.784,0.5344,29
Nov-Dec25,0.75,30,9,NO,0.3,0.8,42,244,0.7787,31.21,7616.0,0.4202,0.3585,10.52,225.1,34.83,-225.1,1586.2,10,0.9,0.438,0.539,0.2086,31
Nov-Dec25,0.75,30,9,YES,0.0,1.0,42,457,0.7396,7.2,3292.0,0.281,0.4586,3.64,931.2,3.51,-931.2,1174.9,10,0.6,0.221,0.457,0.0972,34
Nov-Dec25,0.75,30,9,YES,0.0,0.5,42,105,0.3905,1.58,166.0,0.281,0.1094,0.23,1278.5,1.08,-872.2,782.6,10,0.7,0.274,0.427,0.1211,23
Nov-Dec25,0.75,30,9,YES,0.0,0.7,42,187,0.5134,5.5,1028.0,0.281,0.2323,1.17,990.7,1.46,-919.6,939.5,10,0.5,0.234,0.445,0.1054,29
Nov-Dec25,0.75,30,9,YES,0.3,0.8,42,217,0.7327,21.52,4669.0,0.281,0.4517,6.18,152.5,16.2,-152.5,1562.0,10,0.7,0.281,0.47,0.1148,30
Nov-Dec25,0.75,50,3,ALL,0.0,1.0,138,3438,0.7376,8.67,29803.0,0.3388,0.3988,5.57,2467.0,7.38,-2467.0,10313.2,10,0.8,0.195,0.304,0.0694,103
Nov-Dec25,0.75,50,3,ALL,0.0,0.5,138,862,0.2993,-10.71,-9230.0,0.3388,-0.0395,-2.18,12717.5,0.41,-6283.0,2611.4,10,0.5,0.229,0.32,0.1126,74
Nov-Dec25,0.75,50,3,ALL,0.0,0.7,138,1498,0.4987,4.63,6933.0,0.3388,0.1598,1.5,7232.8,1.71,-4931.0,5798.2,10,0.6,0.234,0.342,0.098,85
Nov-Dec25,0.75,50,3,ALL,0.3,0.8,138,1741,0.703,14.5,25252.0,0.3388,0.3642,5.73,1286.1,20.63,-1146.9,9563.8,10,0.8,0.138,0.252,0.0475,91
Nov-Dec25,0.75,50,3,NO,0.0,1.0,138,1702,0.7667,16.86,28693.0,0.4202,0.3466,8.21,823.2,34.57,-823.2,6291.8,10,0.8,0.272,0.409,0.0983,94
Nov-Dec25,0.75,50,3,NO,0.0,0.5,138,399,0.386,24.44,9751.0,0.4202,-0.0342,3.26,2841.0,3.69,-2841.0,4798.7,10,0.8,0.333,0.473,0.1534,60
Nov-Dec25,0.75,50,3,NO,0.0,0.7,138,712,0.552,24.42,17386.0,0.4202,0.1318,5.66,1989.2,9.74,-1989.2,5710.5,10,0.9,0.324,0.467,0.1352,74
Nov-Dec25,0.75,50,3,NO,0.3,0.8,138,851,0.7227,19.08,16236.0,0.4202,0.3025,8.83,0.0,inf,534.9,4696.3,10,1.0,0.166,0.269,0.0491,78
Nov-Dec25,0.75,50,3,YES,0.0,1.0,138,1736,0.7091,0.64,1110.0,0.281,0.4281,0.31,7349.9,1.13,-3534.6,4716.3,10,0.3,0.081,0.186,0.0551,95
Nov-Dec25,0.75,50,3,YES,0.0,0.5,138,463,0.2246,-40.99,-18980.0,0.281,-0.0564,-6.95,17909.8,0.08,-5111.0,1550.0,10,0.1,0.061,0.112,0.0936,63
Nov-Dec25,0.75,50,3,YES,0.0,0.7,138,786,0.4504,-13.3,-10453.0,0.281,0.1693,-3.15,11225.7,0.34,-4342.1,2975.4,10,0.3,0.068,0.167,0.0783,77
Nov-Dec25,0.75,50,3,YES,0.3,0.8,138,890,0.6843,10.13,9016.0,0.281,0.4032,3.25,2763.8,3.84,-1744.9,4867.5,10,0.6,0.101,0.233,0.047,79
Nov-Dec25,0.75,50,6,ALL,0.0,1.0,79,1674,0.7891,18.61,31156.0,0.3388,0.4503,10.62,0.0,inf,387.3,7751.2,10,1.0,0.379,0.52,0.1637,65
Nov-Dec25,0.75,50,6,ALL,0.0,0.5,79,358,0.4721,42.81,15326.0,0.3388,0.1332,4.63,1737.7,6.59,-1737.7,6844.0,10,0.8,0.528,0.609,0.2897,46
Nov-Dec25,0.75,50,6,ALL,0.0,0.7,79,629,0.5914,34.01,21392.0,0.3388,0.2526,6.5,851.2,17.84,-851.2,7469.6,10,0.8,0.454,0.564,0.2203,54
Nov-Dec25,0.75,50,6,ALL,0.3,0.8,79,765,0.7686,27.95,21381.0,0.3388,0.4298,15.13,0.0,inf,1001.2,3862.4,10,1.0,0.251,0.436,0.0963,59
Nov-Dec25,0.75,50,6,NO,0.0,1.0,79,863,0.8204,26.68,23027.0,0.4202,0.4002,8.99,0.0,inf,790.3,7221.2,10,1.0,0.495,0.605,0.2571,60
Nov-Dec25,0.75,50,6,NO,0.0,0.5,79,176,0.5909,86.39,15205.0,0.4202,0.1707,5.59,0.0,inf,94.4,6555.3,10,1.0,0.672,0.744,0.4577,35
Nov-Dec25,0.75,50,6,NO,0.0,0.7,79,301,0.6578,59.74,17982.0,0.4202,0.2376,6.51,0.0,inf,380.4,7089.8,10,1.0,0.593,0.673,0.3593,46
Nov-Dec25,0.75,50,6,NO,0.3,0.8,79,386,0.7824,31.37,12109.0,0.4202,0.3622,17.5,0.0,inf,620.5,2153.5,10,1.0,0.287,0.414,0.1026,50
Nov-Dec25,0.75,50,6,YES,0.0,1.0,79,811,0.7559,10.02,8129.0,0.281,0.4748,4.15,1060.2,6.15,-594.1,3936.1,10,0.6,0.164,0.362,0.0658,58
Nov-Dec25,0.75,50,6,YES,0.0,0.5,79,182,0.3571,0.66,121.0,0.281,0.0761,0.08,2068.2,1.03,-1832.1,1862.3,10,0.6,0.167,0.306,0.0631,40
Nov-Dec25,0.75,50,6,YES,0.0,0.7,79,328,0.5305,10.4,3410.0,0.281,0.2494,1.88,1746.5,2.02,-1340.5,3046.8,10,0.6,0.139,0.343,0.0628,49
Nov-Dec25,0.75,50,6,YES,0.3,0.8,79,379,0.7546,24.46,9272.0,0.281,0.4736,7.73,0.0,74.75,-125.7,2492.8,10,0.9,0.182,0.412,0.0811,50
Nov-Dec25,0.75,50,9,ALL,0.0,1.0,42,993,0.7855,21.85,21697.0,0.3388,0.4467,6.72,0.0,inf,231.1,8357.3,10,1.0,0.572,0.684,0.3393,37
Nov-Dec25,0.75,50,9,ALL,0.0,0.5,42,223,0.5336,65.83,14679.0,0.3388,0.1948,4.8,439.0,34.43,-380.9,7329.0,10,0.8,0.683,0.757,0.4741,28
Nov-Dec25,0.75,50,9,ALL,0.0,0.7,42,379,0.5963,43.53,16499.0,0.3388,0.2575,4.94,214.0,78.08,-214.0,8077.6,10,0.9,0.609,0.704,0.381,32
Nov-Dec25,0.75,50,9,ALL,0.3,0.8,42,461,0.757,26.65,12284.0,0.3388,0.4182,10.77,0.0,inf,329.1,2683.3,10,1.0,0.419,0.577,0.1988,34
Nov-Dec25,0.75,50,9,NO,0.0,1.0,42,536,0.8246,34.34,18405.0,0.4202,0.4044,6.66,17.1,1076.15,-17.1,7182.5,10,0.9,0.658,0.73,0.4397,36
Nov-Dec25,0.75,50,9,NO,0.0,0.5,42,118,0.661,122.99,14513.0,0.4202,0.2408,5.35,300.0,49.38,-300.0,6546.5,10,0.9,0.806,0.855,0.6521,22
Nov-Dec25,0.75,50,9,NO,0.0,0.7,42,192,0.6771,80.58,15472.0,0.4202,0.2569,5.32,489.8,32.59,-489.8,7138.1,10,0.9,0.728,0.784,0.5344,29
Nov-Dec25,0.75,50,9,NO,0.3,0.8,42,244,0.7787,31.21,7616.0,0.4202,0.3585,10.52,225.1,34.83,-225.1,1586.2,10,0.9,0.438,0.539,0.2086,31
Nov-Dec25,0.75,50,9,YES,0.0,1.0,42,457,0.7396,7.2,3292.0,0.281,0.4586,3.64,931.2,3.51,-931.2,1174.9,10,0.6,0.221,0.457,0.0972,34
Nov-Dec25,0.75,50,9,YES,0.0,0.5,42,105,0.3905,1.58,166.0,0.281,0.1094,0.23,1278.5,1.08,-872.2,782.6,10,0.7,0.274,0.427,0.1211,23
Nov-Dec25,0.75,50,9,YES,0.0,0.7,42,187,0.5134,5.5,1028.0,0.281,0.2323,1.17,990.7,1.46,-919.6,939.5,10,0.5,0.234,0.445,0.1054,29
Nov-Dec25,0.75,50,9,YES,0.3,0.8,42,217,0.7327,21.52,4669.0,0.281,0.4517,6.18,152.5,16.2,-152.5,1562.0,10,0.7,0.281,0.47,0.1148,30
Nov-Dec25,0.8,10,3,ALL,0.0,1.0,267,3087,0.794,14.68,45325.0,0.3388,0.4551,12.72,0.0,inf,944.1,9890.2,10,1.0,0.231,0.333,0.0694,162
Nov-Dec25,0.8,10,3,ALL,0.0,0.5,267,576,0.3698,15.53,8944.0,0.3388,0.031,3.75,2237.3,4.5,-2237.3,4164.8,10,0.8,0.315,0.403,0.1226,96
Nov-Dec25,0.8,10,3,ALL,0.0,0.7,267,1104,0.5543,19.2,21201.0,0.3388,0.2155,6.28,2113.2,11.03,-2113.2,5949.2,10,0.9,0.299,0.396,0.1019,125
Nov-Dec25,0.8,10,3,ALL,0.3,0.8,267,1423,0.7632,22.53,32059.0,0.3388,0.4243,10.16,0.0,inf,1167.2,8588.8,10,1.0,0.156,0.285,0.0465,130
Nov-Dec25,0.8,10,3,NO,0.0,1.0,267,1559,0.8262,21.37,33314.0,0.4202,0.406,12.06,0.0,inf,578.7,7009.6,10,1.0,0.315,0.431,0.1135,139
Nov-Dec25,0.8,10,3,NO,0.0,0.5,267,267,0.4644,53.73,14346.0,0.4202,0.0442,5.17,987.0,11.25,-987.0,5960.3,10,0.8,0.454,0.572,0.2266,65
Nov-Dec25,0.8,10,3,NO,0.0,0.7,267,513,0.6043,38.79,19897.0,0.4202,0.1841,6.68,925.5,21.26,-925.5,6141.9,10,0.8,0.407,0.517,0.1796,94
Nov-Dec25,0.8,10,3,NO,0.3,0.8,267,707,0.7751,25.31,17896.0,0.4202,0.3549,10.32,0.0,inf,829.2,4421.6,10,1.0,0.179,0.29,0.0503,103
Nov-Dec25,0.8,10,3,YES,0.0,1.0,267,1528,0.7611,7.86,12011.0,0.281,0.4801,5.23,401.1,17.43,-401.1,4742.4,10,0.7,0.091,0.218,0.0308,136
Nov-Dec25,0.8,10,3,YES,0.0,0.5,267,309,0.288,-17.48,-5401.0,0.281,0.007,-5.1,4921.8,0.14,-1795.5,853.1,10,0.2,0.083,0.203,0.0458,75
Nov-Dec25,0.8,10,3,YES,0.0,0.7,267,591,0.511,2.21,1304.0,0.281,0.23,0.75,2171.0,1.35,-1187.7,2571.3,10,0.5,0.087,0.241,0.0335,95
Nov-Dec25,0.8,10,3,YES,0.3,0.8,267,716,0.7514,19.78,14163.0,0.281,0.4704,8.44,0.0,inf,231.4,4167.2,10,1.0,0.117,0.269,0.04,103
Nov-Dec25,0.8,10,6,ALL,0.0,1.0,49,1151,0.8132,24.27,27933.0,0.3388,0.4744,10.44,0.0,inf,691.8,6789.1,10,1.0,0.487,0.667,0.2612,41
Nov-Dec25,0.8,10,6,ALL,0.0,0.5,49,252,0.5278,62.32,15704.0,0.3388,0.1889,5.43,1208.3,9.58,-1155.8,6219.2,10,0.7,0.643,0.72,0.4237,27
Nov-Dec25,0.8,10,6,ALL,0.0,0.7,49,419,0.6181,46.84,19627.0,0.3388,0.2793,6.97,332.5,59.91,-332.5,6492.5,10,0.8,0.576,0.699,0.3462,33
Nov-Dec25,0.8,10,6,ALL,0.3,0.8,49,520,0.8077,35.73,18580.0,0.3388,0.4689,12.83,0.0,inf,485.8,3680.5,10,1.0,0.33,0.574,0.1557,36
Nov-Dec25,0.8,10,6,NO,0.0,1.0,49,588,0.8401,33.83,19894.0,0.4202,0.42,7.77,0.0,inf,792.5,7084.5,10,1.0,0.633,0.737,0.4102,37
Nov-Dec25,0.8,10,6,NO,0.0,0.5,49,128,0.6406,110.61,14158.0,0.4202,0.2204,5.22,0.0,inf,42.2,6616.3,10,1.0,0.795,0.841,0.6354,22
Nov-Dec25,0.8,10,6,NO,0.0,0.7,49,199,0.6734,77.94,15509.0,0.4202,0.2532,5.72,0.0,inf,245.2,6851.1,10,1.0,0.733,0.782,0.5418,29
Nov-Dec25,0.8,10,6,NO,0.3,0.8,49,261,0.8161,37.74,9850.0,0.4202,0.3959,15.59,0.0,inf,512.3,1883.4,10,1.0,0.393,0.531,0.1777,30
Nov-Dec25,0.8,10,6,YES,0.0,1.0,49,563,0.7851,14.28,8039.0,0.281,0.504,4.07,1214.4,6.32,-720.2,3834.8,10,0.7,0.215,0.477,0.1029,36
Nov-Dec25,0.8,10,6,YES,0.0,0.5,49,124,0.4113,12.47,1546.0,0.281,0.1303,1.07,2249.4,1.43,-1349.4,1848.7,10,0.6,0.231,0.424,0.1085,23
Nov-Dec25,0.8,10,6,YES,0.0,0.7,49,220,0.5682,18.71,4117.0,0.281,0.2871,2.3,1840.3,2.41,-958.4,3026.3,10,0.6,0.195,0.481,0.106,28
Nov-Dec25,0.8,10,6,YES,0.3,0.8,49,259,0.7992,33.71,8730.0,0.281,0.5182,7.2,79.9,83.05,-79.9,2416.5,10,0.8,0.237,0.536,0.1269,31
Nov-Dec25,0.8,10,9,ALL,0.0,1.0,23,618,0.7994,30.62,18923.0,0.3388,0.4605,6.88,0.0,inf,228.5,7132.1,10,1.0,0.719,0.826,0.527,23
Nov-Dec25,0.8,10,9,ALL,0.0,0.5,23,160,0.6,91.09,14574.0,0.3388,0.2612,5.35,166.5,67.53,-166.5,6510.4,10,0.8,0.757,0.826,0.581,18
Nov-Dec25,0.8,10,9,ALL,0.0,0.7,23,246,0.626,62.42,15356.0,0.3388,0.2872,5.43,45.3,174.52,-45.3,6883.7,10,0.8,0.731,0.811,0.5426,21
Nov-Dec25,0.8,10,9,ALL,0.3,0.8,23,287,0.7944,36.23,10397.0,0.3388,0.4556,10.16,0.0,inf,202.0,2638.7,10,1.0,0.559,0.725,0.3343,21
Nov-Dec25,0.8,10,9,NO,0.0,1.0,23,348,0.8218,45.12,15700.0,0.4202,0.4017,5.63,252.6,63.15,-252.6,7008.3,10,0.9,0.781,0.835,0.6138,23
Nov-Dec25,0.8,10,9,NO,0.0,0.5,23,95,0.6842,141.82,13473.0,0.4202,0.264,5.01,300.0,45.91,-300.0,6507.4,10,0.9,0.867,0.9,0.7541,14
Nov-Dec25,0.8,10,9,NO,0.0,0.7,23,136,0.6765,100.86,13717.0,0.4202,0.2563,4.86,489.8,29.01,-489.8,6842.3,10,0.9,0.825,0.864,0.6837,18
Nov-Dec25,0.8,10,9,NO,0.3,0.8,23,160,0.8,38.59,6174.0,0.4202,0.3798,8.61,290.9,22.22,-290.9,1473.8,10,0.9,0.572,0.685,0.3438,19
Nov-Dec25,0.8,10,9,YES,0.0,1.0,23,270,0.7704,11.94,3223.0,0.281,0.4893,4.03,975.5,4.3,-975.5,1013.3,10,0.9,0.333,0.584,0.1803,21
Nov-Dec25,0.8,10,9,YES,0.0,0.5,23,65,0.4769,16.93,1100.0,0.281,0.1959,1.74,1052.4,2.0,-900.0,859.9,10,0.7,0.376,0.555,0.2063,14
Nov-Dec25,0.8,10,9,YES,0.0,0.7,23,110,0.5636,14.9,1639.0,0.281,0.2826,2.17,1013.0,2.41,-990.5,899.0,10,0.7,0.351,0.564,0.1877,18
Nov-Dec25,0.8,10,9,YES,0.3,0.8,23,127,0.7874,33.25,4223.0,0.281,0.5064,6.18,162.3,27.02,-162.3,1503.9,10,0.9,0.415,0.643,0.2142,19
Nov-Dec25,0.8,30,3,ALL,0.0,1.0,115,2619,0.8091,17.06,44671.0,0.3388,0.4702,12.96,0.0,inf,1701.3,9712.2,10,1.0,0.283,0.408,0.102,84
Nov-Dec25,0.8,30,3,ALL,0.0,0.5,115,481,0.4033,23.13,11125.0,0.3388,0.0645,4.74,1437.3,6.06,-1437.3,4666.1,10,0.8,0.383,0.478,0.1781,56
Nov-Dec25,0.8,30,3,ALL,0.0,0.7,115,919,0.5854,25.54,23468.0,0.3388,0.2466,7.41,677.8,35.0,-677.8,5924.9,10,0.8,0.376,0.498,0.1585,66
Nov-Dec25,0.8,30,3,ALL,0.3,0.8,115,1209,0.7841,26.47,32006.0,0.3388,0.4453,11.02,0.0,inf,844.3,8199.6,10,1.0,0.188,0.345,0.0664,71
Nov-Dec25,0.8,30,3,NO,0.0,1.0,115,1325,0.8325,24.45,32402.0,0.4202,0.4123,11.81,0.0,inf,737.7,7164.0,10,1.0,0.37,0.506,0.1554,77
Nov-Dec25,0.8,30,3,NO,0.0,0.5,115,238,0.4958,65.29,15539.0,0.4202,0.0756,5.56,787.0,17.89,-787.0,6161.6,10,0.8,0.506,0.638,0.281,44
Nov-Dec25,0.8,30,3,NO,0.0,0.7,115,443,0.6253,47.08,20858.0,0.4202,0.2051,6.9,586.8,36.55,-586.8,6473.1,10,0.9,0.476,0.605,0.2445,56
Nov-Dec25,0.8,30,3,NO,0.3,0.8,115,608,0.7911,28.79,17504.0,0.4202,0.3709,12.13,0.0,inf,649.1,4294.8,10,1.0,0.22,0.356,0.0736,61
