window,min_hr,min_mkts,min_mos,direction,entry_lo,entry_hi,pool,signals,HR,ROI%,PnL,bl_HR,edge,sharpe,max_dd,profit_factor,worst_week,best_week,n_weeks,pct_pos_weeks,top1_pct,top3_pct,herfindahl,n_active
May-Jun25,0.75,10,3,ALL,0.0,0.7,276,1151,0.4709,4.89,5624.0,0.3017,0.1692,1.73,5621.6,1.79,-3275.1,3795.6,10,0.6,0.107,0.227,0.0292,150
May-Jun25,0.75,10,3,ALL,0.3,0.8,276,1365,0.6183,2.51,3432.0,0.3017,0.3166,2.34,2495.5,2.27,-1521.3,1609.5,10,0.8,0.038,0.086,0.0135,155
May-Jun25,0.75,10,3,NO,0.0,1.0,276,1237,0.7025,0.04,55.0,0.4384,0.2641,0.02,3682.1,1.01,-2192.3,2752.4,10,0.6,0.089,0.142,0.0216,148
May-Jun25,0.75,10,3,NO,0.0,0.5,276,203,0.3399,-1.08,-220.0,0.4384,-0.0985,-0.19,2864.6,0.93,-1300.0,1522.1,10,0.5,0.146,0.27,0.0443,62
May-Jun25,0.75,10,3,NO,0.0,0.7,276,478,0.4686,-4.34,-2074.0,0.4384,0.0303,-1.73,3549.0,0.47,-1933.1,1365.9,10,0.4,0.119,0.203,0.0307,101
May-Jun25,0.75,10,3,NO,0.3,0.8,276,655,0.6153,-1.26,-824.0,0.4384,0.1769,-0.53,3491.3,0.83,-2258.7,1168.1,10,0.6,0.036,0.085,0.0177,121
May-Jun25,0.75,10,3,YES,0.0,1.0,276,1210,0.6628,10.84,13113.0,0.2362,0.4266,4.83,2004.5,5.74,-1238.1,4279.6,10,0.7,0.123,0.277,0.038,145
May-Jun25,0.75,10,3,YES,0.0,0.5,276,366,0.3087,12.3,4503.0,0.2362,0.0725,1.63,3826.0,1.74,-2214.8,3306.2,10,0.6,0.165,0.327,0.0555,81
May-Jun25,0.75,10,3,YES,0.0,0.7,276,673,0.4725,11.44,7698.0,0.2362,0.2363,2.72,3273.1,2.51,-1931.1,3711.1,10,0.6,0.145,0.309,0.0461,119
May-Jun25,0.75,10,3,YES,0.3,0.8,276,710,0.6211,5.99,4256.0,0.2362,0.3849,4.97,187.5,7.4,-477.5,1813.7,10,0.8,0.047,0.114,0.0164,120
May-Jun25,0.75,10,6,ALL,0.0,1.0,30,920,0.6674,0.94,864.0,0.3017,0.3657,0.65,1469.8,1.27,-1469.8,1361.1,10,0.5,0.133,0.323,0.081,27
May-Jun25,0.75,10,6,ALL,0.0,0.5,30,270,0.4,0.26,70.0,0.3017,0.0983,0.07,1807.0,1.03,-1395.4,1372.0,10,0.6,0.203,0.37,0.1096,20
May-Jun25,0.75,10,6,ALL,0.0,0.7,30,458,0.4585,-3.69,-1690.0,0.3017,0.1568,-1.41,2543.0,0.62,-1478.8,1212.4,10,0.4,0.091,0.251,0.0792,26
May-Jun25,0.75,10,6,ALL,0.3,0.8,30,529,0.5784,2.66,1407.0,0.3017,0.2767,1.26,1251.3,1.57,-1251.3,1278.8,10,0.5,0.167,0.354,0.0872,26
May-Jun25,0.75,10,6,NO,0.0,1.0,30,480,0.6896,-1.54,-738.0,0.4384,0.2512,-0.72,1741.0,0.77,-1353.2,936.1,10,0.4,0.115,0.29,0.08,25
May-Jun25,0.75,10,6,NO,0.0,0.5,30,99,0.4141,-1.73,-172.0,0.4384,-0.0242,-0.29,853.0,0.9,-853.0,593.0,10,0.5,0.329,0.469,0.1567,14
May-Jun25,0.75,10,6,NO,0.0,0.7,30,205,0.478,-5.86,-1202.0,0.4384,0.0397,-1.68,1454.6,0.54,-847.6,583.6,10,0.4,0.097,0.245,0.0891,20
May-Jun25,0.75,10,6,NO,0.3,0.8,30,261,0.5939,0.37,96.0,0.4384,0.1555,0.14,741.5,1.06,-741.5,913.4,10,0.3,0.132,0.279,0.1006,22
May-Jun25,0.75,10,6,YES,0.0,1.0,30,440,0.6432,3.64,1602.0,0.2362,0.407,1.94,732.3,2.16,-586.2,1521.2,10,0.6,0.107,0.3,0.082,25
May-Jun25,0.75,10,6,YES,0.0,0.5,30,171,0.3918,1.41,242.0,0.2362,0.1556,0.31,1447.1,1.12,-637.0,1112.4,10,0.6,0.12,0.319,0.102,15
May-Jun25,0.75,10,6,YES,0.0,0.7,30,253,0.4427,-1.93,-488.0,0.2362,0.2065,-0.59,1552.4,0.82,-714.9,1210.5,10,0.5,0.094,0.262,0.088,23
May-Jun25,0.75,10,6,YES,0.3,0.8,30,268,0.5634,4.89,1311.0,0.2362,0.3272,1.88,509.8,2.1,-509.8,1213.6,10,0.6,0.191,0.357,0.1013,23
May-Jun25,0.75,10,9,ALL,0.0,1.0,8,377,0.557,1.92,723.0,0.3017,0.2553,0.78,809.4,1.31,-788.4,1002.5,10,0.6,0.469,0.682,0.2946,6
May-Jun25,0.75,10,9,ALL,0.0,0.5,8,186,0.4462,10.0,1859.0,0.3017,0.1445,2.12,881.2,2.56,-881.2,1347.6,10,0.6,0.65,0.911,0.4925,5
May-Jun25,0.75,10,9,ALL,0.0,0.7,8,293,0.4608,-0.13,-37.0,0.3017,0.159,-0.04,1120.6,0.99,-965.5,1253.1,10,0.6,0.405,0.524,0.304,6
May-Jun25,0.75,10,9,ALL,0.3,0.8,8,309,0.5016,-1.28,-394.0,0.3017,0.1999,-0.52,986.7,0.84,-670.4,709.8,10,0.4,0.204,0.347,0.3558,6
May-Jun25,0.75,10,9,NO,0.0,1.0,8,184,0.5652,-3.8,-698.0,0.4384,0.1269,-1.36,1277.7,0.63,-511.2,701.6,10,0.3,0.087,0.212,0.2746,6
May-Jun25,0.75,10,9,NO,0.0,0.5,8,68,0.4853,13.41,912.0,0.4384,0.0469,2.19,438.7,2.43,-438.7,855.1,8,0.75,0.902,1.0,0.8215,3
May-Jun25,0.75,10,9,NO,0.0,0.7,8,132,0.4621,-5.81,-766.0,0.4384,0.0238,-1.57,1162.2,0.58,-526.1,630.5,10,0.3,0.051,0.176,0.5189,5
May-Jun25,0.75,10,9,NO,0.3,0.8,8,150,0.5067,-6.18,-926.0,0.4384,0.0683,-1.89,1268.4,0.52,-458.2,660.1,10,0.3,0.099,0.235,0.4183,6
May-Jun25,0.75,10,9,YES,0.0,1.0,8,193,0.5492,7.36,1421.0,0.2362,0.313,1.99,515.7,2.18,-508.8,1307.9,10,0.7,0.462,0.912,0.3415,5
May-Jun25,0.75,10,9,YES,0.0,0.5,8,118,0.4237,8.03,948.0,0.2362,0.1875,1.75,442.5,1.99,-442.5,1056.8,9,0.556,0.507,1.0,0.4294,3
May-Jun25,0.75,10,9,YES,0.0,0.7,8,161,0.4596,4.53,730.0,0.2362,0.2234,0.95,739.3,1.45,-684.2,1307.9,10,0.6,0.578,0.839,0.3836,5
May-Jun25,0.75,10,9,YES,0.3,0.8,8,159,0.4969,3.35,532.0,0.2362,0.2607,0.92,543.5,1.47,-443.5,1037.5,10,0.4,0.53,0.876,0.3495,5
May-Jun25,0.75,30,3,ALL,0.0,1.0,94,1712,0.6998,7.65,13104.0,0.3017,0.3981,3.58,1622.0,4.66,-1622.0,6671.8,10,0.7,0.142,0.303,0.0483,76
May-Jun25,0.75,30,3,ALL,0.0,0.5,94,386,0.3601,14.72,5681.0,0.3017,0.0584,1.92,3105.9,2.14,-1813.8,4805.6,10,0.6,0.224,0.394,0.0803,51
May-Jun25,0.75,30,3,ALL,0.0,0.7,94,801,0.4956,8.73,6993.0,0.3017,0.1939,2.12,3276.5,2.24,-1910.0,5553.0,10,0.5,0.183,0.361,0.0639,67
May-Jun25,0.75,30,3,ALL,0.3,0.8,94,971,0.6292,5.23,5082.0,0.3017,0.3275,3.87,1024.2,5.59,-1024.2,2324.2,10,0.8,0.065,0.147,0.028,71
May-Jun25,0.75,30,3,NO,0.0,1.0,94,852,0.7113,-0.47,-396.0,0.4384,0.2729,-0.23,2257.4,0.92,-2257.4,1555.0,10,0.6,0.051,0.137,0.0272,69
May-Jun25,0.75,30,3,NO,0.0,0.5,94,140,0.3571,-12.87,-1801.0,0.4384,-0.0812,-2.0,2354.4,0.5,-1453.0,552.9,10,0.4,0.147,0.229,0.0637,31
May-Jun25,0.75,30,3,NO,0.0,0.7,94,344,0.4942,-6.37,-2190.0,0.4384,0.0558,-2.02,2451.7,0.47,-1369.5,910.4,10,0.5,0.082,0.157,0.0362,50
May-Jun25,0.75,30,3,NO,0.3,0.8,94,463,0.6263,1.37,633.0,0.4384,0.188,0.63,1101.4,1.27,-1101.4,1245.6,10,0.6,0.068,0.162,0.0332,63
May-Jun25,0.75,30,3,YES,0.0,1.0,94,860,0.6884,15.7,13501.0,0.2362,0.4522,5.06,857.5,13.39,-790.6,5116.8,10,0.7,0.174,0.393,0.0688,69
May-Jun25,0.75,30,3,YES,0.0,0.5,94,246,0.3618,30.42,7482.0,0.2362,0.1256,3.04,2205.9,3.44,-1178.0,4271.8,10,0.6,0.241,0.471,0.1014,38
May-Jun25,0.75,30,3,YES,0.0,0.7,94,457,0.4967,20.09,9183.0,0.2362,0.2605,3.61,1937.8,4.3,-1297.3,4642.6,10,0.6,0.209,0.443,0.0847,56
May-Jun25,0.75,30,3,YES,0.3,0.8,94,508,0.6319,8.76,4449.0,0.2362,0.3957,5.22,0.0,22.23,-209.6,1869.4,10,0.9,0.078,0.19,0.0341,56
May-Jun25,0.75,30,6,ALL,0.0,1.0,29,920,0.6674,0.94,864.0,0.3017,0.3657,0.65,1469.8,1.27,-1469.8,1361.1,10,0.5,0.133,0.323,0.081,27
May-Jun25,0.75,30,6,ALL,0.0,0.5,29,270,0.4,0.26,70.0,0.3017,0.0983,0.07,1807.0,1.03,-1395.4,1372.0,10,0.6,0.203,0.37,0.1096,20
May-Jun25,0.75,30,6,ALL,0.0,0.7,29,458,0.4585,-3.69,-1690.0,0.3017,0.1568,-1.41,2543.0,0.62,-1478.8,1212.4,10,0.4,0.091,0.251,0.0792,26
May-Jun25,0.75,30,6,ALL,0.3,0.8,29,529,0.5784,2.66,1407.0,0.3017,0.2767,1.26,1251.3,1.57,-1251.3,1278.8,10,0.5,0.167,0.354,0.0872,26
May-Jun25,0.75,30,6,NO,0.0,1.0,29,480,0.6896,-1.54,-738.0,0.4384,0.2512,-0.72,1741.0,0.77,-1353.2,936.1,10,0.4,0.115,0.29,0.08,25
May-Jun25,0.75,30,6,NO,0.0,0.5,29,99,0.4141,-1.73,-172.0,0.4384,-0.0242,-0.29,853.0,0.9,-853.0,593.0,10,0.5,0.329,0.469,0.1567,14
May-Jun25,0.75,30,6,NO,0.0,0.7,29,205,0.478,-5.86,-1202.0,0.4384,0.0397,-1.68,1454.6,0.54,-847.6,583.6,10,0.4,0.097,0.245,0.0891,20
May-Jun25,0.75,30,6,NO,0.3,0.8,29,261,0.5939,0.37,96.0,0.4384,0.1555,0.14,741.5,1.06,-741.5,913.4,10,0.3,0.132,0.279,0.1006,22
May-Jun25,0.75,30,6,YES,0.0,1.0,29,440,0.6432,3.64,1602.0,0.2362,0.407,1.94,732.3,2.16,-586.2,1521.2,10,0.6,0.107,0.3,0.082,25
May-Jun25,0.75,30,6,YES,0.0,0.5,29,171,0.3918,1.41,242.0,0.2362,0.1556,0.31,1447.1,1.12,-637.0,1112.4,10,0.6,0.12,0.319,0.102,15
May-Jun25,0.75,30,6,YES,0.0,0.7,29,253,0.4427,-1.93,-488.0,0.2362,0.2065,-0.59,1552.4,0.82,-714.9,1210.5,10,0.5,0.094,0.262,0.088,23
May-Jun25,0.75,30,6,YES,0.3,0.8,29,268,0.5634,4.89,1311.0,0.2362,0.3272,1.88,509.8,2.1,-509.8,1213.6,10,0.6,0.191,0.357,0.1013,23
May-Jun25,0.75,30,9,ALL,0.0,1.0,8,377,0.557,1.92,723.0,0.3017,0.2553,0.78,809.4,1.31,-788.4,1002.5,10,0.6,0.469,0.682,0.2946,6
May-Jun25,0.75,30,9,ALL,0.0,0.5,8,186,0.4462,10.0,1859.0,0.3017,0.1445,2.12,881.2,2.56,-881.2,1347.6,10,0.6,0.65,0.911,0.4925,5
May-Jun25,0.75,30,9,ALL,0.0,0.7,8,293,0.4608,-0.13,-37.0,0.3017,0.159,-0.04,1120.6,0.99,-965.5,1253.1,10,0.6,0.405,0.524,0.304,6
May-Jun25,0.75,30,9,ALL,0.3,0.8,8,309,0.5016,-1.28,-394.0,0.3017,0.1999,-0.52,986.7,0.84,-670.4,709.8,10,0.4,0.204,0.347,0.3558,6
May-Jun25,0.75,30,9,NO,0.0,1.0,8,184,0.5652,-3.8,-698.0,0.4384,0.1269,-1.36,1277.7,0.63,-511.2,701.6,10,0.3,0.087,0.212,0.2746,6
May-Jun25,0.75,30,9,NO,0.0,0.5,8,68,0.4853,13.41,912.0,0.4384,0.0469,2.19,438.7,2.43,-438.7,855.1,8,0.75,0.902,1.0,0.8215,3
May-Jun25,0.75,30,9,NO,0.0,0.7,8,132,0.4621,-5.81,-766.0,0.4384,0.0238,-1.57,1162.2,0.58,-526.1,630.5,10,0.3,0.051,0.176,0.5189,5
May-Jun25,0.75,30,9,NO,0.3,0.8,8,150,0.5067,-6.18,-926.0,0.4384,0.0683,-1.89,1268.4,0.52,-458.2,660.1,10,0.3,0.099,0.235,0.4183,6
May-Jun25,0.75,30,9,YES,0.0,1.0,8,193,0.5492,7.36,1421.0,0.2362,0.313,1.99,515.7,2.18,-508.8,1307.9,10,0.7,0.462,0.912,0.3415,5
May-Jun25,0.75,30,9,YES,0.0,0.5,8,118,0.4237,8.03,948.0,0.2362,0.1875,1.75,442.5,1.99,-442.5,1056.8,9,0.556,0.507,1.0,0.4294,3
May-Jun25,0.75,30,9,YES,0.0,0.7,8,161,0.4596,4.53,730.0,0.2362,0.2234,0.95,739.3,1.45,-684.2,1307.9,10,0.6,0.578,0.839,0.3836,5
May-Jun25,0.75,30,9,YES,0.3,0.8,8,159,0.4969,3.35,532.0,0.2362,0.2607,0.92,543.5,1.47,-443.5,1037.5,10,0.4,0.53,0.876,0.3495,5
May-Jun25,0.75,50,3,ALL,0.0,1.0,49,1305,0.6927,4.21,5493.0,0.3017,0.391,2.44,2088.8,2.4,-2088.8,3196.2,10,0.6,0.202,0.342,0.076,41
May-Jun25,0.75,50,3,ALL,0.0,0.5,49,323,0.3684,2.77,895.0,0.3017,0.0667,0.52,2889.8,1.23,-1695.4,2643.4,10,0.4,0.183,0.383,0.0883,29
May-Jun25,0.75,50,3,ALL,0.0,0.7,49,616,0.4821,1.33,820.0,0.3017,0.1804,0.43,3379.9,1.16,-1830.6,2457.1,10,0.5,0.216,0.327,0.0823,38
May-Jun25,0.75,50,3,ALL,0.3,0.8,49,741,0.6194,4.44,3289.0,0.3017,0.3177,2.56,1147.3,2.52,-1147.3,1925.9,10,0.7,0.117,0.258,0.0558,40
May-Jun25,0.75,50,3,NO,0.0,1.0,49,663,0.7059,-1.27,-844.0,0.4384,0.2675,-0.59,2554.3,0.8,-1825.0,1391.9,10,0.5,0.071,0.198,0.0468,39
May-Jun25,0.75,50,3,NO,0.0,0.5,49,120,0.375,-10.28,-1233.0,0.4384,-0.0634,-1.8,1530.3,0.5,-1153.0,393.0,10,0.4,0.21,0.316,0.1073,19
May-Jun25,0.75,50,3,NO,0.0,0.7,49,267,0.4794,-7.93,-2116.0,0.4384,0.041,-2.31,2338.3,0.43,-1192.1,891.0,10,0.4,0.061,0.179,0.059,30
May-Jun25,0.75,50,3,NO,0.3,0.8,49,349,0.6189,1.16,404.0,0.4384,0.1806,0.47,911.2,1.22,-911.2,1159.1,10,0.4,0.095,0.217,0.0619,37
May-Jun25,0.75,50,3,YES,0.0,1.0,49,642,0.6791,9.87,6337.0,0.2362,0.4429,3.82,884.2,6.52,-828.2,3330.3,10,0.7,0.277,0.404,0.1087,38
May-Jun25,0.75,50,3,YES,0.0,0.5,49,203,0.3645,10.48,2128.0,0.2362,0.1283,1.41,1829.9,1.86,-937.0,2868.9,10,0.6,0.286,0.424,0.1241,21
May-Jun25,0.75,50,3,YES,0.0,0.7,49,349,0.4842,8.41,2937.0,0.2362,0.248,1.98,1635.6,2.21,-1062.3,2679.9,10,0.6,0.287,0.397,0.1164,34
May-Jun25,0.75,50,3,YES,0.3,0.8,49,392,0.6199,7.36,2884.0,0.2362,0.3837,3.87,254.0,5.27,-254.0,1317.1,10,0.7,0.132,0.293,0.0638,34
May-Jun25,0.75,50,6,ALL,0.0,1.0,27,914,0.6663,0.97,887.0,0.3017,0.3646,0.67,1469.8,1.27,-1469.8,1361.1,10,0.5,0.135,0.327,0.0829,25
May-Jun25,0.75,50,6,ALL,0.0,0.5,27,269,0.4015,0.63,170.0,0.3017,0.0998,0.16,1807.0,1.07,-1395.4,1372.0,10,0.6,0.205,0.375,0.1125,19
May-Jun25,0.75,50,6,ALL,0.0,0.7,27,457,0.4595,-3.48,-1590.0,0.3017,0.1578,-1.33,2543.0,0.64,-1478.8,1212.4,10,0.4,0.092,0.254,0.0811,25
May-Jun25,0.75,50,6,ALL,0.3,0.8,27,528,0.5795,2.86,1507.0,0.3017,0.2778,1.36,1251.3,1.63,-1251.3,1278.8,10,0.5,0.169,0.359,0.0897,25
May-Jun25,0.75,50,6,NO,0.0,1.0,27,478,0.6883,-1.6,-767.0,0.4384,0.2499,-0.75,1741.0,0.76,-1353.2,936.1,10,0.4,0.116,0.292,0.0811,23
May-Jun25,0.75,50,6,NO,0.0,0.5,27,99,0.4141,-1.73,-172.0,0.4384,-0.0242,-0.29,853.0,0.9,-853.0,593.0,10,0.5,0.329,0.469,0.1567,14
May-Jun25,0.75,50,6,NO,0.0,0.7,27,205,0.478,-5.86,-1202.0,0.4384,0.0397,-1.68,1454.6,0.54,-847.6,583.6,10,0.4,0.097,0.245,0.0891,20
May-Jun25,0.75,50,6,NO,0.3,0.8,27,261,0.5939,0.37,96.0,0.4384,0.1555,0.14,741.5,1.06,-741.5,913.4,10,0.3,0.132,0.279,0.1006,22
May-Jun25,0.75,50,6,YES,0.0,1.0,27,436,0.6422,3.79,1654.0,0.2362,0.406,2.02,781.0,2.25,-586.2,1521.2,10,0.6,0.109,0.304,0.0842,23
May-Jun25,0.75,50,6,YES,0.0,0.5,27,170,0.3941,2.01,342.0,0.2362,0.1579,0.45,1447.1,1.18,-637.0,1112.4,10,0.6,0.122,0.324,0.1052,14
May-Jun25,0.75,50,6,YES,0.0,0.7,27,252,0.4444,-1.54,-388.0,0.2362,0.2082,-0.48,1552.4,0.85,-714.9,1210.5,10,0.5,0.095,0.266,0.0905,22
May-Jun25,0.75,50,6,YES,0.3,0.8,27,267,0.5655,5.28,1411.0,0.2362,0.3293,2.05,509.8,2.29,-509.8,1213.6,10,0.6,0.196,0.366,0.1058,22
May-Jun25,0.75,50,9,ALL,0.0,1.0,8,377,0.557,1.92,723.0,0.3017,0.2553,0.78,809.4,1.31,-788.4,1002.5,10,0.6,0.469,0.682,0.2946,6
May-Jun25,0.75,50,9,ALL,0.0,0.5,8,186,0.4462,10.0,1859.0,0.3017,0.1445,2.12,881.2,2.56,-881.2,1347.6,10,0.6,0.65,0.911,0.4925,5
May-Jun25,0.75,50,9,ALL,0.0,0.7,8,293,0.4608,-0.13,-37.0,0.3017,0.159,-0.04,1120.6,0.99,-965.5,1253.1,10,0.6,0.405,0.524,0.304,6
May-Jun25,0.75,50,9,ALL,0.3,0.8,8,309,0.5016,-1.28,-394.0,0.3017,0.1999,-0.52,986.7,0.84,-670.4,709.8,10,0.4,0.204,0.347,0.3558,6
May-Jun25,0.75,50,9,NO,0.0,1.0,8,184,0.5652,-3.8,-698.0,0.4384,0.1269,-1.36,1277.7,0.63,-511.2,701.6,10,0.3,0.087,0.212,0.2746,6
May-Jun25,0.75,50,9,NO,0.0,0.5,8,68,0.4853,13.41,912.0,0.4384,0.0469,2.19,438.7,2.43,-438.7,855.1,8,0.75,0.902,1.0,0.8215,3
May-Jun25,0.75,50,9,NO,0.0,0.7,8,132,0.4621,-5.81,-766.0,0.4384,0.0238,-1.57,1162.2,0.58,-526.1,630.5,10,0.3,0.051,0.176,0.5189,5
May-Jun25,0.75,50,9,NO,0.3,0.8,8,150,0.5067,-6.18,-926.0,0.4384,0.0683,-1.89,1268.4,0.52,-458.2,660.1,10,0.3,0.099,0.235,0.4183,6
May-Jun25,0.75,50,9,YES,0.0,1.0,8,193,0.5492,7.36,1421.0,0.2362,0.313,1.99,515.7,2.18,-508.8,1307.9,10,0.7,0.462,0.912,0.3415,5
May-Jun25,0.75,50,9,YES,0.0,0.5,8,118,0.4237,8.03,948.0,0.2362,0.1875,1.75,442.5,1.99,-442.5,1056.8,9,0.556,0.507,1.0,0.4294,3
May-Jun25,0.75,50,9,YES,0.0,0.7,8,161,0.4596,4.53,730.0,0.2362,0.2234,0.95,739.3,1.45,-684.2,1307.9,10,0.6,0.578,0.839,0.3836,5
May-Jun25,0.75,50,9,YES,0.3,0.8,8,159,0.4969,3.35,532.0,0.2362,0.2607,0.92,543.5,1.47,-443.5,1037.5,10,0.4,0.53,0.876,0.3495,5
May-Jun25,0.8,10,3,ALL,0.0,1.0,144,890,0.7438,13.05,11617.0,0.3017,0.4421,4.47,685.2,10.09,-685.2,5109.3,10,0.6,0.159,0.363,0.0589,88
May-Jun25,0.8,10,3,ALL,0.0,0.5,144,132,0.2652,59.32,7830.0,0.3017,-0.0366,3.03,2527.2,3.94,-1200.0,4366.7,10,0.5,0.242,0.468,0.1003,47
May-Jun25,0.8,10,3,ALL,0.0,0.7,144,289,0.4671,28.17,8142.0,0.3017,0.1654,3.15,2328.1,4.2,-1099.1,4595.8,10,0.5,0.2,0.423,0.0789,72
May-Jun25,0.8,10,3,ALL,0.3,0.8,144,394,0.6447,-1.05,-415.0,0.3017,0.343,-0.5,1649.3,0.85,-1137.4,611.6,10,0.6,0.056,0.158,0.0272,76
May-Jun25,0.8,10,3,NO,0.0,1.0,144,443,0.7449,2.63,1165.0,0.4384,0.3066,1.34,1256.9,1.7,-866.9,1264.7,10,0.4,0.185,0.29,0.0562,74
May-Jun25,0.8,10,3,NO,0.0,0.5,144,47,0.234,23.5,1105.0,0.4384,-0.2043,1.33,1332.3,1.75,-666.7,1587.1,9,0.444,0.309,0.495,0.1414,23
May-Jun25,0.8,10,3,NO,0.0,0.7,144,108,0.4167,4.18,452.0,0.4384,-0.0217,0.7,1191.7,1.34,-874.7,1005.5,9,0.667,0.262,0.41,0.0984,41
May-Jun25,0.8,10,3,NO,0.3,0.8,144,176,0.642,-5.52,-971.0,0.4384,0.2037,-1.39,1502.2,0.56,-1157.0,723.0,10,0.6,0.045,0.114,0.0304,55
May-Jun25,0.8,10,3,YES,0.0,1.0,144,447,0.7427,23.38,10453.0,0.2362,0.5065,4.23,1109.7,9.42,-777.3,4845.8,10,0.6,0.227,0.499,0.1026,74
May-Jun25,0.8,10,3,YES,0.0,0.5,144,85,0.2824,79.12,6725.0,0.2362,0.0462,2.85,1600.0,4.03,-900.0,4532.4,10,0.5,0.326,0.646,0.1699,35
May-Jun25,0.8,10,3,YES,0.0,0.7,144,181,0.4972,42.49,7690.0,0.2362,0.261,3.24,1681.1,4.7,-982.0,4542.7,10,0.5,0.271,0.56,0.1285,56
May-Jun25,0.8,10,3,YES,0.3,0.8,144,218,0.6468,2.55,556.0,0.2362,0.4106,1.34,641.0,1.65,-353.0,528.6,10,0.5,0.076,0.209,0.0388,60
May-Jun25,0.8,10,6,ALL,0.0,1.0,10,171,0.7427,-4.74,-811.0,0.3017,0.441,-1.85,1032.3,0.53,-655.7,345.7,10,0.4,0.201,0.302,0.2593,10
May-Jun25,0.8,10,6,ALL,0.0,0.5,10,15,0.2,-27.86,-418.0,0.3017,-0.1017,-1.7,700.0,0.54,-400.0,382.1,8,0.25,0.327,0.439,0.2767,7
May-Jun25,0.8,10,6,ALL,0.0,0.7,10,38,0.3421,-29.44,-1119.0,0.3017,0.0404,-3.06,1139.5,0.32,-594.4,400.0,9,0.333,0.222,0.269,0.3113,9
May-Jun25,0.8,10,6,ALL,0.3,0.8,10,60,0.6,-15.08,-905.0,0.3017,0.2983,-2.13,973.6,0.45,-670.6,175.1,10,0.5,0.089,0.234,0.2772,9
May-Jun25,0.8,10,6,NO,0.0,1.0,10,77,0.7532,-9.6,-739.0,0.4384,0.3149,-2.48,652.5,0.35,-595.8,112.9,10,0.5,0.08,0.129,0.354,10
May-Jun25,0.8,10,6,NO,0.3,0.8,10,21,0.6667,-9.6,-202.0,0.4384,0.2283,-1.15,300.0,0.63,-300.0,156.1,8,0.625,0.169,0.371,0.1744,7
May-Jun25,0.8,10,6,YES,0.0,1.0,10,94,0.734,-0.76,-72.0,0.2362,0.4978,-0.19,670.6,0.93,-512.2,541.5,10,0.6,0.315,0.443,0.2261,10
May-Jun25,0.8,10,6,YES,0.0,0.5,10,13,0.2308,-16.76,-218.0,0.2362,-0.0054,-0.94,600.0,0.69,-400.0,382.1,7,0.286,0.368,0.494,0.2952,6
May-Jun25,0.8,10,6,YES,0.0,0.7,10,29,0.3448,-23.66,-686.0,0.2362,0.1086,-2.3,884.3,0.42,-539.2,400.0,8,0.25,0.259,0.334,0.2711,9
May-Jun25,0.8,10,6,YES,0.3,0.8,10,39,0.5641,-18.04,-703.0,0.2362,0.3279,-2.76,761.9,0.39,-370.6,140.6,9,0.444,0.101,0.176,0.371,9
May-Jun25,0.8,30,3,ALL,0.0,1.0,46,559,0.7818,16.74,9357.0,0.3017,0.4801,3.42,689.8,7.64,-689.8,5289.6,10,0.5,0.277,0.536,0.137,38
May-Jun25,0.8,30,3,ALL,0.0,0.5,46,69,0.2609,83.55,5765.0,0.3017,-0.0408,2.59,1300.0,4.33,-900.0,4337.0,10,0.4,0.451,0.703,0.2535,21
May-Jun25,0.8,30,3,ALL,0.0,0.7,46,152,0.4868,41.72,6342.0,0.3017,0.1851,2.57,1391.1,4.21,-865.2,4735.8,10,0.4,0.371,0.638,0.2035,31
May-Jun25,0.8,30,3,ALL,0.3,0.8,46,224,0.7009,5.19,1162.0,0.3017,0.3992,1.67,561.8,1.96,-391.4,1259.4,10,0.6,0.106,0.3,0.0656,33
May-Jun25,0.8,30,3,NO,0.0,1.0,46,251,0.7769,-2.5,-627.0,0.4384,0.3385,-0.98,1036.3,0.67,-1036.3,622.2,10,0.4,0.105,0.252,0.0685,34
May-Jun25,0.8,30,3,NO,0.0,0.5,46,21,0.0952,-65.93,-1385.0,0.4384,-0.3431,-7.33,1084.6,0.12,-400.0,182.1,7,0.143,0.116,0.206,0.2489,9
May-Jun25,0.8,30,3,NO,0.0,0.7,46,50,0.4,-28.43,-1422.0,0.4384,-0.0384,-4.83,1069.6,0.23,-381.6,282.0,9,0.222,0.12,0.17,0.106,19
May-Jun25,0.8,30,3,NO,0.3,0.8,46,88,0.7045,0.5,44.0,0.4384,0.2662,0.1,481.6,1.04,-481.6,407.1,10,0.6,0.099,0.232,0.0519,28
May-Jun25,0.8,30,3,YES,0.0,1.0,46,308,0.7857,32.42,9984.0,0.2362,0.5495,4.12,597.1,11.18,-597.1,4667.4,10,0.7,0.323,0.644,0.189,35
May-Jun25,0.8,30,3,YES,0.0,0.5,46,48,0.3333,148.95,7150.0,0.2362,0.0971,3.24,900.0,6.49,-600.0,4337.0,10,0.6,0.461,0.812,0.3062,16
May-Jun25,0.8,30,3,YES,0.0,0.7,46,102,0.5294,76.11,7764.0,0.2362,0.2932,3.36,965.0,6.29,-739.2,4453.8,10,0.6,0.391,0.719,0.2426,25
May-Jun25,0.8,30,3,YES,0.3,0.8,46,136,0.6985,8.22,1117.0,0.2362,0.4623,2.4,493.2,2.67,-243.3,852.2,10,0.5,0.134,0.365,0.0902,25
May-Jun25,0.8,30,6,ALL,0.0,1.0,10,171,0.7427,-4.74,-811.0,0.3017,0.441,-1.85,1032.3,0.53,-655.7,345.7,10,0.4,0.201,0.302,0.2593,10
