threshold,n_total,n_suppressed,n_allowed,pct_suppressed,hr_baseline,hr_suppressed,hr_allowed,hr_improvement,filter_quality_ratio,pnl_baseline,pnl_allowed,pnl_per_trade_change,pnl_total_impact,flip_rate_suppressed,flip_rate_allowed
1.5,15933,1369,14564,8.592229962969936,0.8001004205108894,0.7859751643535428,0.8014281790716836,0.0013277585607942566,0.9807181540134506,0.1078654350594237,0.1075028137186738,-0.00036262134074989405,-152.9489978030324,0.09130752373995617,0.14316121944520735
2.0,15933,438,15495,2.749011485595933,0.8001004205108894,0.7511415525114156,0.801484349790255,0.0013839292793655922,0.9371880470379567,0.1078654350594237,0.10737599079713836,-0.0004894442622853379,-54.828999400138855,0.091324200913242,0.14004517586318166
2.5,15933,181,15752,1.1360070294357623,0.8001004205108894,0.7458563535911602,0.800723717623159,0.0006232971122696052,0.9314777833796841,0.1078654350594237,0.10751840889814782,-0.0003470261612758818,-24.98999983817339,0.1270718232044199,0.1388395124428644
3.0,15933,86,15847,0.5397602460302516,0.8001004205108894,0.8023255813953488,0.8000883447971224,-1.2075713766934726e-05,1.0027962369565497,0.1078654350594237,0.1074941614562225,-0.0003712736032012026,-15.160000205039978,0.12790697674418605,0.13876443490881554
4.0,15933,29,15904,0.18201217598694533,0.8001004205108894,0.8275862068965517,0.8000503018108652,-5.011870002413765e-05,1.0344177172652278,0.1078654350594237,0.10764838888305679,-0.0002170461763669057,-6.580000005662441,0.1724137931034483,0.1386443661971831
